precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
37,TIMIŞ,"LICEUL TEORETIC",242,"ORAŞ BUZIAŞ",155403,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:09:10",1745,1719,5,7,14,761,737,3,7,14,750,11,1900,1139,309,171,29,45,136,31,29
37,TIMIŞ,"ŞCOALA GENERALĂ",241,"ORAŞ BUZIAŞ",155403,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:29:04",1332,1311,5,16,0,564,547,1,16,0,532,32,1500,936,247,136,19,31,74,12,13
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BACOVA",244,"ORAŞ BUZIAŞ",155403,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:59:51",1681,1644,1,15,21,593,556,1,15,21,577,16,1800,1207,172,73,18,189,19,67,39
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BUZIAŞ",240,"ORAŞ BUZIAŞ",155403,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:14:32",1519,1491,3,10,15,655,630,0,10,15,638,17,1600,945,322,125,31,44,68,30,18
37,TIMIŞ,"ŞCOALA PRIMARĂ SILAGIU",243,"ORAŞ BUZIAŞ",155403,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:47:42",640,626,2,8,4,350,338,0,8,4,336,14,786,436,123,113,1,23,27,16,33
