precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL LĂPUŞNIC",308,BARA,155662,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:08:28",105,54,0,51,0,94,43,0,51,0,93,1,104,10,2,2,16,15,21,37
37,TIMIŞ,"CĂMINUL CULTURAL RĂDMĂNEŞTI",309,BARA,155662,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:01:28",82,45,0,37,0,66,29,0,37,0,63,3,80,14,1,4,6,18,2,32
37,TIMIŞ,"CLĂDIREA COMUNEI BARA ( FOSTA SCOALĂ DOBRESTI)",307,BARA,155662,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:24:56",84,36,0,47,1,78,30,0,47,1,78,0,90,12,2,0,26,17,2,31
37,TIMIŞ,"PRIMARIA BARA",306,BARA,155662,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:24:05",273,153,3,112,5,244,125,2,112,5,242,2,258,12,0,45,9,112,5,71
