precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","VLAŞIN GELU-voturi"
6,BISTRIŢA-NĂSĂUD,"CABANA STARSILVA FIAD",295,TELCIU,35054,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:29:15",158,149,0,9,0,90,81,0,9,0,85,5,200,110,30,7,31,10,4,3
6,BISTRIŢA-NĂSĂUD,"CENTRUL DE INFORMARE TURISTICĂ",292,TELCIU,35054,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:34:40",1002,992,1,3,6,593,584,0,3,6,562,31,1100,507,136,113,96,169,9,39
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC TELCIU",291,TELCIU,35054,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:19",1179,1160,1,8,10,657,639,0,8,10,618,39,1300,643,168,126,106,169,8,41
6,BISTRIŢA-NĂSĂUD,"OCOLUL SILVIC TELCIU",293,TELCIU,35054,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:32:03",934,921,1,2,10,517,505,0,2,10,493,24,1000,483,86,120,84,166,12,25
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BICHIGIU",294,TELCIU,35054,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:31:42",660,643,5,7,5,258,242,4,7,5,241,17,700,442,49,19,30,103,36,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ TELCIŞOR",296,TELCIU,35054,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:22:13",872,856,0,5,11,468,452,0,5,11,420,27,950,481,138,78,54,127,19,4
