precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","MANEA GHEORGHE-voturi"
3,ARGEŞ,"CASA DE CULTURĂ ALBEŞTII DE ARGEŞ",189,"ALBEŞTII DE ARGEŞ",13819,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:45:06",1593,1581,3,8,1,937,927,1,8,1,899,38,1600,663,417,385,74,8,15
3,ARGEŞ,"ŞCOALA PRIMARĂ ALBEŞTII -UNGURENI",190,"ALBEŞTII DE ARGEŞ",13819,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:40:25",1001,994,1,5,1,582,576,0,5,1,557,25,1200,618,236,276,37,1,7
3,ARGEŞ,"ŞCOALA PRIMARĂ ALBEŞTII-UNGURENI",191,"ALBEŞTII DE ARGEŞ",13819,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:29:16",908,895,1,8,4,606,594,0,8,4,589,17,1200,594,220,305,48,5,11
3,ARGEŞ,"ŞCOALA PRIMARĂ BRĂTEŞTI",192,"ALBEŞTII DE ARGEŞ",13819,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:57",574,566,1,4,3,385,378,0,4,3,374,11,626,241,126,220,20,4,4
3,ARGEŞ,"SCOALA PRIMARĂ DOBROŢU",193,"ALBEŞTII DE ARGEŞ",13819,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:47:31",763,753,1,8,1,474,465,0,8,1,452,22,800,326,180,215,33,4,20
