precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
28,MUREŞ,"CĂMIN CULTURAL TORBA",448,MĂGHERANI,118094,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:22:07",126,122,0,2,2,84,80,0,2,2,81,3,109,25,81
28,MUREŞ,"ŞCOALA GIMNAZIALĂ MĂGHERANI",446,MĂGHERANI,118094,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:45:11",625,598,1,2,24,327,300,1,2,24,293,34,689,357,293
28,MUREŞ,"ŞCOALA PRIMARĂ ŞILEA NIRAJULUI",447,MĂGHERANI,118094,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:56:27",331,304,0,3,24,203,176,0,3,24,197,6,340,137,197
