precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
41,VRANCEA,"GRADINITA SPERIETI",216,MOVILIŢA,176793,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:59:58",392,386,0,3,3,204,198,0,3,3,191,7,433,235,55,20,78,19,19,0
41,VRANCEA,"SCOALA NR.1",218,MOVILIŢA,176793,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:04:34",709,702,0,4,3,354,347,0,4,3,335,19,775,421,135,18,101,35,14,32
41,VRANCEA,"SCOALA NR.2",217,MOVILIŢA,176793,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:45:27",623,615,0,2,6,329,321,0,2,6,317,12,612,283,117,25,116,39,10,10
41,VRANCEA,"SCOALA PRIMARA DIOCHETI-REDIU",219,MOVILIŢA,176793,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:18:09",561,550,0,9,2,302,291,0,9,2,272,30,612,310,45,22,49,11,142,3
41,VRANCEA,"SCOALA PRIMARA FRECATEI",220,MOVILIŢA,176793,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:23:09",411,403,0,8,0,178,170,0,8,0,162,16,445,267,42,11,75,20,8,6
41,VRANCEA,"SCOALA PRIMARA TROTUSANU",221,MOVILIŢA,176793,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:03",378,365,0,9,4,227,214,0,9,4,216,11,406,179,34,10,60,94,12,6
