precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MORAR PETRU-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","NEAGU EUGENIA-ANA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SAS NICOLAE-UNIUNEA SALVAȚI ROMÂNIA-voturi","CAZAN SIMONA-MARIA-PARTIDUL SOCIAL DEMOCRAT-voturi","HORHAT VASILE-CIPRIAN-FORȚA DREPTEI-voturi","MĂRGINEAN MARIUS-NICOLAE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
1,ALBA,"CĂMINUL CULTURAL INURI",437,"VINŢU DE JOS",8826,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:42:18",153,141,1,10,1,77,65,1,10,1,76,1,148,71,40,13,4,17,0,2
1,ALBA,"CĂMINUL CULTURAL MERETEU",438,"VINŢU DE JOS",8826,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:26:40",188,180,1,7,0,125,118,0,7,0,122,3,189,64,39,24,5,50,2,2
1,ALBA,"CĂMINUL CULTURAL VINŢU DE JOS",434,"VINŢU DE JOS",8826,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:21",1089,1068,2,9,10,657,638,0,9,10,645,12,1235,578,161,142,22,281,12,27
1,ALBA,"CĂMINUL CULTURAL VURPĂR",440,"VINŢU DE JOS",8826,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:45:24",872,861,2,8,1,537,528,0,8,1,528,9,904,367,171,242,9,89,7,10
1,ALBA,"SALA PAROHIALĂ SIBIŞENI",436,"VINŢU DE JOS",8826,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:38",599,590,0,8,1,312,303,0,8,1,305,7,619,307,113,74,9,92,15,2
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IULIU MANIU” VINŢU DE JOS",435,"VINŢU DE JOS",8826,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:21:59",1355,1343,3,9,0,757,748,0,9,0,735,22,1523,766,212,179,43,273,8,20
1,ALBA,"ŞCOALA PRIMARĂ VALEA VINŢULUI",439,"VINŢU DE JOS",8826,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:01:10",311,295,1,12,3,172,157,0,12,3,164,8,310,138,18,74,3,63,1,5
