precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
27,MEHEDINŢI,"CONTAINER MODULAR FIX-CURTEA ŞCOLII GENERALE I-IV ŞUŞIŢA",187,GROZEŞTI,111989,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:57:52",394,374,0,14,6,257,237,0,14,6,246,11,412,155,69,162,15
27,MEHEDINŢI,"GRĂDINIŢA CU PROGRAM NORMAL CU DOUĂ SĂLI DE GRUPĂ, SAT GROZEŞTI, COMUNA GROZEŞTI, JUDEŢUL MEHEDINŢI",185,GROZEŞTI,111989,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:11:24",364,358,1,4,1,240,235,0,4,1,229,8,390,153,22,112,95
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV CÎRCENI",186,GROZEŞTI,111989,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:03",785,765,0,12,8,406,386,0,12,8,396,10,872,466,34,313,49
