precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
30,OLT,"GRADINITA CU PROGRAM NORMAL",104,"ORAŞ PIATRA-OLT",128105,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:09",279,259,0,13,7,195,175,0,13,7,191,4,286,91,12,158,21
30,OLT,"GRADINITA CU PROGRAM NORMAL",103,"ORAŞ PIATRA-OLT",128105,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:19:32",1002,956,0,29,17,713,667,0,29,17,693,20,1056,343,64,592,37
30,OLT,"GRADINITA CU PROGRAM NORMAL PIATRA",105,"ORAŞ PIATRA-OLT",128105,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:48",695,651,2,13,29,428,386,0,13,29,422,6,719,291,40,361,21
30,OLT,"GRADINITA PIATRA",106,"ORAŞ PIATRA-OLT",128105,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:38:40",965,933,0,20,12,655,623,0,20,12,630,25,1026,371,80,499,51
30,OLT,"SALA DE SPORT PIATRA - OLT",101,"ORAŞ PIATRA-OLT",128105,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:26:26",953,924,0,21,8,592,563,0,21,8,575,17,1042,449,73,471,31
30,OLT,"SALA DE SPORT PIATRA - OLT",100,"ORAŞ PIATRA-OLT",128105,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:37:44",979,952,1,3,23,554,528,0,3,23,530,20,1046,496,43,457,30
30,OLT,"SCOALA GENERALA CU CLASELE I-IV",102,"ORAŞ PIATRA-OLT",128105,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:08:16",449,422,0,15,12,309,282,0,15,12,303,6,457,148,19,260,24
