precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL VERDE-voturi"
13,CLUJ,"CĂMINUL CULTURAL SOMEȘU RECE",492,GILĂU,57902,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:15:31",1002,996,1,3,2,519,514,0,3,2,506,13,1109,590,63,27,20,332,3,29,19,9,4
13,CLUJ,"CĂMINUL CULTURAL VECHI GILĂU",490,GILĂU,57902,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:26:56",2008,1966,10,15,17,1116,1084,0,15,17,1074,42,2180,1064,98,78,52,544,118,128,23,20,13
13,CLUJ,"CASA DE CULTURĂ ”DUMITRU SOPON”",489,GILĂU,57902,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:06:39",1987,1958,1,11,17,1127,1099,0,11,17,1095,32,2166,1039,90,44,87,522,210,101,14,12,15
13,CLUJ,"CLĂDIRE GRĂDINIŢĂ SOMEŞU RECE-UZINĂ",493,GILĂU,57902,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:37",528,520,2,6,0,256,250,0,6,0,250,6,577,321,21,0,25,186,5,7,5,1,0
13,CLUJ,"LICEUL TEORETIC ”GELU VOIEVOD”, CLĂDIREA INTERNAT",491,GILĂU,57902,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:15:32",1936,1910,1,10,15,1046,1021,0,10,15,990,56,2136,1090,66,194,37,423,107,71,24,10,58
