precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MELENTE SILVIU-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","VELICU DAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CĂLIN CONSTANTIN-PUIU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
12,CĂLĂRAŞI,"GRADINITA NR.1 SARBI",101,CIOCĂNEŞTI,93085,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:12:25",999,941,1,14,43,731,673,1,14,43,707,24,1090,359,276,400,31
12,CĂLĂRAŞI,"SCOALA ANDOLINA",102,CIOCĂNEŞTI,93085,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:55",871,800,0,21,50,616,545,0,21,50,593,23,881,265,277,310,6
12,CĂLĂRAŞI,"SCOALA MARGINENI",100,CIOCĂNEŞTI,93085,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:42:41",670,626,1,15,28,448,406,0,15,27,428,20,739,291,166,245,17
12,CĂLĂRAŞI,"SCOALA SMARDAN",99,CIOCĂNEŞTI,93085,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:26:55",777,728,0,20,29,571,522,0,20,29,505,17,801,279,173,324,8
