precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
23,IALOMIŢA,"ŞCOALA GENERALĂ GHEORGHE LAZĂR",151,"GHEORGHE LAZĂR",93628,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 16:35:57",1024,979,7,3,35,594,554,2,3,35,568,26,1120,526,66,502
23,IALOMIŢA,"ŞCOALA GENERALĂ GHEORGHE LAZĂR",152,"GHEORGHE LAZĂR",93628,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:22:30",760,722,0,8,30,460,422,0,8,30,443,17,838,378,59,384
