precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL VERDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","RUSU IOAN-voturi"
24,IAŞI,"ŞCOALA HOMIŢA",419,CRISTEŞTI,96637,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:57:15",305,299,0,6,0,151,145,0,6,0,146,5,400,249,98,33,2,0,13
24,IAŞI,"ŞCOALA PRIMARA HEREŞTI",418,CRISTEŞTI,96637,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:39:22",581,518,0,59,4,376,313,0,59,4,361,15,600,224,289,37,7,5,23
24,IAŞI,"SCOALA PROFESIONALA CRISTEŞTI",416,CRISTEŞTI,96637,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:30:31",1271,1254,0,9,8,780,763,0,9,8,745,35,1300,520,608,106,11,6,14
24,IAŞI,"SCOALA PROFESIONALA CRISTEŞTI",417,CRISTEŞTI,96637,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:48:40",1113,1101,0,2,10,639,627,0,2,10,556,20,1191,552,442,73,13,6,22
