precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SERBULESCU GHEORGHE-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","MĂNOILĂ ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VULPE DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","VEZURE MIRCEA-UNIUNEA SALVAȚI ROMÂNIA-voturi"
20,GORJ,"CĂMINUL CULTURAL CÎLNIC",186,CÂLNIC,79736,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:59:35",717,676,1,30,10,519,479,0,30,10,512,7,756,237,61,130,317,4
20,GORJ,"ŞCOALA PRIMARĂ CÎLNICU DE SUS",187,CÂLNIC,79736,4,PART,PRCNCT,P,P_SV,"2024-06-12 18:30:48",698,670,1,18,9,414,387,0,18,9,408,6,700,286,26,158,222,2
20,GORJ,"ŞCOALA PRIMARĂ HODOREASCA",188,CÂLNIC,79736,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:26:33",334,314,0,18,2,229,209,0,18,2,222,7,400,171,23,45,154,0
20,GORJ,"ŞCOALA PRIMARĂ PINOASA",189,CÂLNIC,79736,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:06:05",178,160,0,16,2,136,118,0,16,2,132,4,199,63,8,48,75,1
