precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"JILAVU ŞTEFAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COSTAN IONELA-ELENA-PARTIDUL NAȚIONAL LIBERAL-voturi","IOSUB COSTEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
24,IAŞI,"CENTRUL CULTURAL ”ALEXANDRU VASILIU-TATARUSI”",695,TĂTĂRUŞI,99478,5,PART,PRCNCT,P,P_SV,"2024-06-10 07:21:37",1298,1256,0,6,36,754,712,0,6,36,738,16,1400,646,19,39,680
24,IAŞI,"SCOALA GIMNAZIALA PIETROSU",697,TĂTĂRUŞI,99478,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:13",1119,1105,0,5,9,542,528,0,5,9,531,11,1200,658,40,48,443
24,IAŞI,"ȘCOALA GIMNAZIALĂ UDA - CORP A",698,TĂTĂRUŞI,99478,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:29:32",1245,1200,0,9,36,610,567,0,9,34,582,28,1400,790,53,40,489
24,IAŞI,"SCOALA PRIMARA IORCANI",696,TĂTĂRUŞI,99478,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:46:56",640,619,0,4,17,334,313,0,4,17,318,16,726,392,15,19,284
