precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PISCANU CLAUDIU-FLORIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ROIBAN AURELIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOBARU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","BORCAN CRISTIAN-CLAUDIU-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","MORIE NICOLAE-OVIDIU-PARTIDUL ECOLOGIST ROMÂN-voturi"
20,GORJ,"GRĂDINIȚA BUMBEȘTI-JIU",75,"ORAŞ BUMBEŞTI-JIU",79308,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:59:03",1040,1037,0,3,0,431,428,0,3,0,407,24,1200,769,72,49,168,35,83
20,GORJ,"LICEUL ”MIHAI VITEAZUL” BUMBEȘTI-JIU",78,"ORAŞ BUMBEŞTI-JIU",79308,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:15",923,913,0,8,2,451,441,0,8,2,443,8,1000,549,50,26,197,43,127
20,GORJ,"SALA DE SPORT A ORAȘULUI",74,"ORAŞ BUMBEŞTI-JIU",79308,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:43:27",960,936,0,10,14,463,439,0,10,14,453,10,1100,637,81,41,206,41,84
20,GORJ,"ȘCOALA GIMNAZIALĂ CURTIȘOARA",80,"ORAŞ BUMBEŞTI-JIU",79308,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:38:47",558,551,2,4,1,269,264,0,4,1,264,5,600,331,10,20,209,14,11
20,GORJ,"ȘCOALA GIMNAZIALĂ NR.1 BUMBEȘTI-JIU",76,"ORAŞ BUMBEŞTI-JIU",79308,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:15:47",1353,1342,0,9,2,529,518,0,9,2,491,38,1500,671,101,41,227,36,86
20,GORJ,"ȘCOALA GIMNAZIALĂ NR.1 BUMBEȘTI-JIU",77,"ORAŞ BUMBEŞTI-JIU",79308,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:03:40",820,813,1,6,0,342,336,0,6,0,333,9,900,558,42,23,151,35,82
20,GORJ,"ȘCOALA PRIMARĂ BUMBEȘTI-JIU",79,"ORAŞ BUMBEŞTI-JIU",79308,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:25",851,835,3,10,3,494,480,1,10,3,483,11,900,406,30,19,337,32,65
20,GORJ,"ȘCOALA PRIMARĂ TETILA",81,"ORAŞ BUMBEŞTI-JIU",79308,1,PROV,PRCNCT,P,P_SV,"2024-06-10 15:28:08",1095,1085,1,4,5,569,560,0,4,5,522,38,1206,646,31,31,369,41,50
