precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VLĂDĂŞEL DOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","CARCADIA GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COSTEA TIBERIU-PARTIDUL NAȚIONAL LIBERAL-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL FUMURENI",279,LUNGEŞTI,170952,2,PART,PRCNCT,P,P_SV,"2024-06-12 15:10:57",491,467,0,16,8,313,289,0,16,8,304,9,540,227,128,13,163
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DUMBRAVA",278,LUNGEŞTI,170952,3,PART,PRCNCT,P,P_SV,"2024-06-10 04:42:36",288,269,0,18,1,186,167,0,18,1,170,16,320,134,43,26,101
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV STĂNEŞTI-LUNCA",280,LUNGEŞTI,170952,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:29:55",758,730,0,12,16,465,437,0,12,16,437,28,820,355,70,10,357
40,VÂLCEA,"ŞCOALA LUNGEŞTI",277,LUNGEŞTI,170952,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:04",802,767,0,16,19,417,382,0,16,19,392,25,880,463,30,21,341
