precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STROE ION-PARTIDUL NAȚIONAL LIBERAL-voturi","BĂNICĂ IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi"
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂCENI",195,"CORBII MARI",66857,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:07",400,396,0,4,0,263,259,0,4,0,252,11,440,177,14,238
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL UNGURENI",200,"CORBII MARI",66857,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:43",886,882,0,4,0,586,582,0,4,0,575,11,963,377,66,509
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ CORBII MARI",194,"CORBII MARI",66857,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:30:48",1411,1398,3,10,0,912,902,0,10,0,891,21,1540,628,110,781
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ GROZĂVEŞTI I",196,"CORBII MARI",66857,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:18:52",642,640,0,2,0,320,318,0,2,0,306,14,710,390,17,289
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 1 UNGURENI",201,"CORBII MARI",66857,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:28:21",646,643,1,2,0,428,426,0,2,0,422,6,710,282,53,369
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ PETREŞTI",198,"CORBII MARI",66857,3,PART,PRCNCT,P,P_SV,"2024-06-10 11:37:30",475,473,0,2,0,298,296,0,2,0,289,9,530,232,16,273
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ NR. 2 GROZĂVEŞTI",197,"CORBII MARI",66857,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:46:11",1064,1060,0,4,0,629,625,0,4,0,598,31,1160,531,58,540
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ SATU NOU",199,"CORBII MARI",66857,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:04:07",366,363,0,3,0,263,260,0,3,0,257,6,410,147,18,239
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ VADU STANCHII",202,"CORBII MARI",66857,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:49:41",366,357,1,8,0,235,227,0,8,0,223,12,404,169,25,198
