precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANDREI DANIELA-UNIUNEA SALVAȚI ROMÂNIA-voturi","GRĂDINARU CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BANU VICTOR-FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL COMARNA NR.1",394,COMARNA,96370,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:23:32",1608,1576,0,8,24,439,407,0,8,24,421,18,1700,1261,5,254,162
24,IAŞI,"SCOALA CLASELE I-IV COMARNA II",393,COMARNA,96370,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:09",1048,1023,0,6,19,396,371,0,6,19,372,24,1100,704,7,255,110
24,IAŞI,"SCOALA CLASELE I-VII COMARNA I-CORP C2",392,COMARNA,96370,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:59",793,775,0,12,6,158,140,0,12,6,157,1,900,742,2,93,62
24,IAŞI,"ŞCOALA CURAGĂU",395,COMARNA,96370,3,PART,PRCNCT,P,P_SV,"2024-06-10 06:12:19",131,124,0,7,0,83,76,0,7,0,77,6,200,117,4,19,54
24,IAŞI,"ŞCOALA OSOI",391,COMARNA,96370,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:58",1564,1535,0,11,18,835,806,0,11,18,811,24,1700,865,400,194,217
24,IAŞI,"ŞCOALA STÂNCA",396,COMARNA,96370,2,PART,PRCNCT,P,P_SV,"2024-06-10 01:59:21",204,191,0,10,3,131,118,0,10,3,125,6,207,76,41,29,55
