precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL UŞUREI",404,ŞUŞANI,173793,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:37:27",434,404,0,21,9,261,231,0,21,9,252,9,460,199,105,0,19,128
40,VÂLCEA,"ŞCOALA RÎMEŞTI",402,ŞUŞANI,173793,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:14:08",818,764,1,41,12,525,472,0,41,12,503,22,860,335,41,4,29,429
40,VÂLCEA,"ŞCOALA STOICULEŞTI",403,ŞUŞANI,173793,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:21:11",257,242,0,6,9,177,162,0,6,9,167,10,280,103,43,1,14,109
40,VÂLCEA,"ŞCOALA ŞUŞANII DE JOS",401,ŞUŞANI,173793,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:00:27",430,393,0,23,14,295,258,0,23,14,284,11,460,165,44,14,40,186
40,VÂLCEA,"ŞCOALA ŞUŞANII DE SUS",400,ŞUŞANI,173793,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:06:18",501,473,0,15,13,303,275,0,15,13,290,13,520,217,55,13,50,172
