precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
21,HARGHITA,"PRIMĂRIA COMUNEI PORUMBENI",213,PORUMBENI,86487,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:23:42",1035,1012,4,1,18,628,608,1,1,18,621,7,1100,472,621
21,HARGHITA,"SALA DE MANIFESTATII",214,PORUMBENI,86487,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:44:33",413,395,2,3,13,249,232,1,3,13,248,1,490,241,248
