precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALEXE NICU-PARTIDUL SOCIAL DEMOCRAT-voturi","HOJDA ADRIAN-TEODOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","APĂTEANU ŞTEFAN-ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PANTAZI ROMULUS-CĂTĂLIN-voturi","ZIEMBA ALEXANDRU-LAURENŢIU-voturi","CARTIŞ ANCA-MIHAELA-voturi"
25,ILFOV,"CLĂDIREA AFTER SCHOOL",195,CORBEANCA,102160,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:11:30",1941,1863,29,48,1,1113,1056,8,48,1,1098,15,2009,896,182,54,614,143,31,74
25,ILFOV,"GRĂDINIŢA NR. 1",196,CORBEANCA,102160,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:28:52",1169,1131,1,37,0,664,626,1,37,0,659,5,1250,586,140,61,308,81,10,59
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",193,CORBEANCA,102160,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:00:09",1001,955,22,21,3,570,545,1,21,3,555,15,1096,526,145,53,181,106,6,64
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",194,CORBEANCA,102160,1,PART,PRCNCT,P,P_SV,"2024-06-10 14:25:41",2013,1917,35,58,3,1189,1128,0,58,3,1178,11,2100,911,200,86,674,98,10,110
25,ILFOV,"SCOALA GIMNAZIALA NR.2",197,CORBEANCA,102160,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:58:16",1274,1221,16,36,1,816,778,1,36,1,786,30,1350,529,163,113,301,149,10,50
25,ILFOV,"ȘCOALA GIMNAZIALA NR.2",198,CORBEANCA,102160,1,PART,PRCNCT,P,P_SV,"2024-06-10 19:35:25",1417,1380,3,33,1,930,895,1,33,1,911,19,1541,611,142,80,454,149,11,75
