precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 1 HILISEU HORIA",270,HILIŞEU-HORIA,37672,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:22:06",551,550,0,1,0,251,250,0,1,0,249,2,600,349,17,190,13,14,15
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 2 HILISEU CRISAN",272,HILIŞEU-HORIA,37672,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:44:31",1101,1099,0,2,0,528,526,0,2,0,481,47,1200,672,18,282,50,33,98
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 3 IEZER",273,HILIŞEU-HORIA,37672,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:57:57",476,472,2,2,0,238,235,1,2,0,232,6,498,260,19,181,9,22,1
7,BOTOŞANI,"SCOALA PRIMARA NR. 4 HILISEU CLOSCA",271,HILIŞEU-HORIA,37672,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:44:58",515,508,0,7,0,259,252,0,7,0,254,5,600,341,31,202,10,7,4
