precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PETRUŞ DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","BODEA VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","BUCŞA ANDREI-MIHAI-UNIUNEA SALVAȚI ROMÂNIA-voturi"
33,SĂLAJ,"CAMINUL CULTURAL",184,HIDA,141447,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:02:00",225,224,0,1,0,138,137,0,1,0,134,4,263,125,91,22,21
33,SĂLAJ,"CĂMINUL CULTURAL",179,HIDA,141447,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:33:54",40,14,0,26,0,31,5,0,26,0,31,0,40,9,25,2,4
33,SĂLAJ,"CĂMINUL CULTURAL",182,HIDA,141447,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:03",305,299,0,6,0,150,144,0,6,0,144,6,330,180,98,32,14
33,SĂLAJ,"CĂMINUL CULTURAL",183,HIDA,141447,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:49:21",106,91,1,14,0,61,46,1,14,0,57,4,100,39,37,11,9
33,SĂLAJ,"CĂMINUL CULTURAL",178,HIDA,141447,2,PART,PRCNCT,P,P_SV,"2024-06-13 13:47:59",106,97,0,7,2,61,52,0,7,2,61,0,110,49,37,16,8
33,SĂLAJ,PRIMĂRIA,177,HIDA,141447,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:15:36",859,853,0,1,5,469,463,0,1,5,454,14,890,422,315,94,45
33,SĂLAJ,"ŞCOALA GENERALĂ",181,HIDA,141447,3,PART,PRCNCT,P,P_SV,"2024-06-13 13:52:12",412,405,0,5,2,196,189,0,5,2,187,9,470,274,92,70,25
33,SĂLAJ,"ŞCOALA GENERALĂ",180,HIDA,141447,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:32:05",26,16,0,10,0,16,6,0,10,0,16,0,40,24,8,5,3
