precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL PRO ROMÂNIA-voturi"
33,SĂLAJ,"BAZA SPORTIVĂ",63,"ORAŞ ŞIMLEU SILVANIEI",139884,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:33:19",749,744,0,5,0,443,438,0,5,0,432,11,855,412,6,19,91,285,15,2,14
33,SĂLAJ,"CENTRUL CULTURAL",58,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:49:21",1342,1329,0,10,3,699,686,0,10,3,687,12,1495,796,204,21,99,307,27,11,18
33,SĂLAJ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ",60,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:06:33",1814,1802,0,12,0,849,837,0,12,0,810,39,2000,1151,110,47,151,439,34,16,13
33,SĂLAJ,"COLEGIUL TEHNIC ”IULIU MANIU”",59,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:35:56",1552,1522,7,8,15,867,843,1,8,15,838,29,1700,833,188,39,157,391,35,11,17
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 2",61,"ORAŞ ŞIMLEU SILVANIEI",139884,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:07:25",1607,1593,4,9,1,855,845,0,9,1,832,23,1800,945,140,34,152,435,46,10,15
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 3",62,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:43:49",1429,1424,1,4,0,669,665,0,4,0,652,17,1600,931,108,28,126,329,37,11,13
33,SĂLAJ,"LICEUL TEHNOLOGIC ”IOAN OSSIAN”",57,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:25:35",1514,1498,1,9,6,798,783,0,9,6,781,17,1645,847,179,37,164,318,46,17,20
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”HOREA”",56,"ORAŞ ŞIMLEU SILVANIEI",139884,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:19:15",1642,1630,4,6,2,924,916,0,6,2,900,24,1800,876,89,59,243,448,44,4,13
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ NR.1",64,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:08:04",1505,1500,0,5,0,863,858,0,5,0,746,117,1635,772,8,16,99,606,4,4,9
