precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
34,SIBIU,"CASA PAROHIALA CULT ORTODOX",351,"ŞEICA MARE",145667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:21:51",56,47,1,8,0,30,22,0,8,0,28,2,50,20,1,13,9,4,1
34,SIBIU,"SCOALA GIMNAZIALA SEICA MARE",347,"ŞEICA MARE",145667,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:47:15",867,857,1,2,7,467,458,0,2,7,423,33,950,494,33,65,132,111,82
34,SIBIU,"SCOALA GIMNAZIALA SEICA MARE",346,"ŞEICA MARE",145667,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:57:29",991,953,3,15,20,588,552,1,15,20,530,9,1054,515,23,78,314,71,44
34,SIBIU,"SCOALA PRIMARA BOARTA",349,"ŞEICA MARE",145667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:31:13",322,312,2,4,4,169,161,0,4,4,166,3,350,181,6,42,46,28,44
34,SIBIU,"SCOALA PRIMARA BUIA",350,"ŞEICA MARE",145667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:22:23",496,466,3,15,12,268,249,0,7,12,252,16,510,242,9,32,81,77,53
34,SIBIU,"SCOALA PRIMARA SEICA MARE",348,"ŞEICA MARE",145667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:32:00",871,835,0,15,21,530,494,0,15,21,521,9,930,400,33,130,95,206,57
34,SIBIU,"ŞCOALA PRIMARA ŞTENEA",352,"ŞEICA MARE",145667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:30",126,114,0,6,6,78,66,0,6,6,74,4,130,52,7,13,33,17,4
