precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PANĂ VICTOR-voturi"
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV-DEAL",199,ROSEŢI,94312,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:30:07",1889,1848,1,3,37,1119,1078,1,3,37,1049,70,1991,872,18,477,413,13,29,39,60
12,CĂLĂRAŞI,"SCOALA GENERALA CU CLS I-IV-SECTOR",197,ROSEŢI,94312,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:52:15",1971,1956,0,5,10,1055,1040,0,5,10,971,84,2001,946,27,539,321,39,15,18,12
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA IANCU ROSETTI-CENTRU",198,ROSEŢI,94312,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:49:35",1261,1243,0,1,17,765,747,0,1,17,737,28,1558,793,33,297,318,24,5,35,25
