precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRU ENACHE-PARTIDUL NAȚIONAL LIBERAL-voturi"
38,TULCEA,"CĂMINUL CULTURAL",187,STEJARU,161348,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:14:17",423,326,0,68,29,423,326,0,68,29,423,0,528,105,423
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL MINA ALTÂN-TEPE",188,STEJARU,161348,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:41:14",325,314,0,7,4,162,151,0,7,4,152,10,348,186,152
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL VASILE ALECSANDRI",189,STEJARU,161348,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:16:57",293,277,0,11,5,293,277,0,11,5,269,24,442,149,269
