precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","OLTEANU VALERIU-voturi"
31,PRAHOVA,"CAMINUL CULTURAL GAGENI",497,PĂULEŞTI,130847,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:18:42",1243,1225,1,16,1,746,729,0,16,1,729,17,1312,566,57,309,241,62,23,18,19
31,PRAHOVA,"CENTRUL CULTURAL ARH.TOMA T.SOCOLESCU PAULESTI",494,PĂULEŞTI,130847,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:40:30",1911,1867,4,33,7,1076,1036,0,33,7,1055,21,2050,974,70,366,421,134,30,13,21
31,PRAHOVA,"SALA MULTIFUNCTIONALA COCOSESTI",495,PĂULEŞTI,130847,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:47",937,926,4,5,2,688,681,0,5,2,671,17,1010,322,37,446,140,32,8,1,7
31,PRAHOVA,"SCOALA GENERALA CU CL.I-VIII ARH.TOMA T.SOCOLESCU PAULESTI",493,PĂULEŞTI,130847,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:22:52",1648,1607,17,21,3,1018,994,0,21,3,984,34,1820,802,84,383,354,103,28,9,23
31,PRAHOVA,"SCOALA GENERALA CU CLS.I-VIII VLAD MUSATESCU GAGENI",496,PĂULEŞTI,130847,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:06:15",873,851,3,19,0,524,505,0,19,0,509,15,910,386,35,280,118,41,19,2,14
