precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi"
19,GIURGIU,"CĂMINUL CULTURAL OINACU",184,OINACU,104519,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:24:26",1350,1207,2,20,121,900,759,0,20,121,889,11,1471,571,889
19,GIURGIU,"GRADINITA NR. 2 BRANISTEA",185,OINACU,104519,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:43:44",787,703,3,18,63,593,512,0,18,63,587,6,847,254,587
19,GIURGIU,"GRADINITA NR. 3 COMASCA",186,OINACU,104519,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:28:22",549,510,0,4,35,380,341,0,4,35,338,7,560,215,338
