precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HÂRDO VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","IVAŞCĂU GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NECHIFOR CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL CRISTOLȚ",127,CRISTOLŢ,140770,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:09:37",499,444,0,40,15,394,339,0,40,15,386,8,465,71,118,4,264
33,SĂLAJ,"ŞCOALA PRIMARĂ MUNCEL",128,CRISTOLŢ,140770,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:32:29",147,132,0,10,5,112,97,0,10,5,112,0,150,38,50,60,2
33,SĂLAJ,"ŞCOALA PRIMARĂ POIANA ONŢII",129,CRISTOLŢ,140770,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:49:59",67,59,0,7,1,49,41,0,7,1,49,0,80,31,23,0,26
33,SĂLAJ,"ŞCOALA PRIMARĂ VĂLENI",130,CRISTOLŢ,140770,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:32",323,295,0,27,1,223,195,0,27,1,221,1,310,88,154,0,67
