precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BRAIA ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DETEŞAN CONSTANTIN-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","LUPULESCU NICOLAE-UNIUNEA SALVAȚI ROMÂNIA-voturi","BUNGET GRIGORE-ION-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞERBĂNESCU ARISTIDE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
20,GORJ,"FOSTA ŞCOALĂ GENERALĂ CU CLASELE I - VIII SCHELA",294,SCHELA,81987,4,PART,PRCNCT,P,P_SV,"2024-06-10 08:30:42",489,473,0,11,5,343,327,0,11,5,316,16,500,168,7,179,0,127,3
20,GORJ,"FOSTA ŞCOALA PRIMARĂ SÎMBOTIN",293,SCHELA,81987,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:25",490,469,0,20,1,387,366,0,20,1,381,6,500,113,25,187,8,146,15
20,GORJ,"ȘCOALA PRIMARĂ CU CLASELE I - IV GORNĂCEL",295,SCHELA,81987,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:35",463,457,0,6,0,322,316,0,6,0,309,13,529,207,7,161,0,132,9
