precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TELEHUZ DRAGOŞ-COSTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","OANCEA SILVIU-FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PAVEL MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","COSTEA ADRIAN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PEIU GRIGORE-ADRIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","GAE IONEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","DUBĂLARU EUGEN-IONUŢ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CARAGAŢĂ FLORIN-PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
23,IALOMIŢA,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ - CORP C 1",49,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:29:32",821,817,1,2,1,308,305,0,2,1,303,5,900,592,31,27,189,4,15,11,25,1
23,IALOMIŢA,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ - CORP C1",50,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:13",959,948,0,8,3,403,392,0,8,3,392,11,978,575,37,49,250,4,24,7,18,3
23,IALOMIŢA,"LICEUL TEHNOLOGIC „ÎNĂLȚAREA DOMNULUI” (FOSTA ȘCOALA GENERALĂ NR. 6)",8,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:37:25",1430,1420,2,7,1,638,630,0,7,1,623,15,1603,965,157,55,261,8,22,18,52,50
23,IALOMIŢA,"LICEUL TEHNOLOGIC „ÎNĂLȚAREA DOMNULUI” (FOSTA ȘCOALA GENERALĂ NR. 6)",9,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:29:25",1245,1238,2,5,0,482,477,0,5,0,472,10,1401,919,116,49,231,4,10,17,23,22
23,IALOMIŢA,"LICEUL TEHNOLOGIC ”MIHAI EMINESCU” (LICEUL DE CHIMIE)",14,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:40",1042,1022,7,13,0,399,386,0,13,0,387,12,1150,751,102,37,171,9,13,8,28,19
23,IALOMIŢA,"LICEUL TEHNOLOGIC ȚĂNDĂREI",80,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:35",1362,1354,1,5,2,504,497,0,5,2,488,16,1572,1068,63,80,235,5,15,26,59,5
23,IALOMIŢA,"LICEUL TEHNOLOGIC ȚĂNDĂREI (ȘCOALA GIMNAZIALĂ NR. 1)",85,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:45",1546,1538,1,7,0,487,480,0,7,0,461,26,1700,1213,37,51,256,4,13,20,75,5
23,IALOMIŢA,"LICEUL TEHNOLOGIC ȚĂNDĂREI (ȘCOALA GIMNAZIALĂ NR. 1)",86,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:36:51",972,965,0,7,0,190,183,0,7,0,166,24,1050,860,11,2,145,0,2,2,2,2
23,IALOMIŢA,"LICEUL TEHNOLOGIC URZICENI",69,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:25:02",1649,1648,1,0,0,777,777,0,0,0,716,61,1828,1051,273,75,207,4,64,9,76,8
23,IALOMIŢA,"LICEUL TEORETIC ”CAROL I”",44,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:36",1334,1324,1,8,1,584,574,1,8,1,552,32,1500,916,78,45,346,9,27,14,30,3
23,IALOMIŢA,"LICEUL TEORETIC ’’PAUL GEORGESCU’’",81,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:27:04",1174,1157,0,8,9,396,379,0,8,9,373,23,1300,904,39,47,248,2,10,9,17,1
23,IALOMIŢA,"LICEUL TEORETIC ’’PAUL GEORGESCU’’",82,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:01",844,834,0,6,4,334,324,0,6,4,322,12,900,566,60,36,156,4,8,16,42,0
23,IALOMIŢA,"LOCALUL GRUPULUI ŞCOLAR BORDUŞANI (ZONA „MOARĂ”)",116,BORDUŞANI,92989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:42",1384,1373,4,7,0,565,558,0,7,0,533,32,1550,985,21,87,380,5,23,3,14,0
23,IALOMIŢA,"LOCALUL ŞCOLII CU CLASELE I- VIII CEGANI",117,BORDUŞANI,92989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:56",1137,1120,0,8,9,535,518,0,8,9,511,24,1222,687,14,77,361,2,42,6,7,2
23,IALOMIŢA,"LOCALUL ŞCOLII VECHI DIN CENTRUL SATULUI",115,BORDUŞANI,92989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:26:43",1379,1371,0,6,2,552,544,0,6,2,529,23,1500,948,13,74,388,1,25,2,23,3
23,IALOMIŢA,"MUZEUL NAȚIONAL AL AGRICULTURII",7,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:23:36",1424,1415,0,8,1,610,601,0,8,1,593,17,1600,990,139,60,273,11,13,16,55,26
23,IALOMIŢA,"PALATUL COPIILOR SLOBOZIA",22,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:13",1390,1377,2,11,0,649,638,0,11,0,632,17,1546,897,193,43,281,5,18,15,50,27
23,IALOMIŢA,"PALATUL COPIILOR SLOBOZIA",23,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:52:52",1148,1142,0,6,0,564,558,0,6,0,546,18,1250,686,168,27,225,4,5,20,72,25
23,IALOMIŢA,"PRIMARIA COCORA",130,COCORA,93209,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:40:56",809,784,1,2,22,538,514,0,2,22,510,28,852,314,13,25,356,0,19,13,81,3
23,IALOMIŢA,"PRIMĂRIA STELNICA",211,STELNICA,94492,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:05:19",1438,1400,0,0,38,885,847,0,0,38,856,29,1597,712,123,99,529,5,37,20,41,2
23,IALOMIŢA,"PROTOPOPIATUL FETEȘTI",39,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:52:10",1104,1094,0,10,0,432,422,0,10,0,411,21,1200,768,69,55,237,4,19,4,21,2
23,IALOMIŢA,"SALA DE SPORT",48,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:55",1215,1205,0,10,0,569,559,0,10,0,556,13,1328,759,72,38,361,6,22,15,37,5
23,IALOMIŢA,"SALĂ DE SPORT CLUB SPORTIV VICTORIA ȚĂNDĂREI",87,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:39:52",1620,1603,0,15,2,492,475,0,15,2,461,31,1850,1358,49,58,247,5,17,34,45,6
23,IALOMIŢA,"SALA DE SPORT DE LÂNGĂ PRIMARIA COMUNEI ADÂNCATA",89,ADÂNCATA,100754,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:57:17",1380,1275,0,71,34,1001,896,0,71,34,975,26,1452,451,286,79,547,5,28,8,16,6
23,IALOMIŢA,"SALĂ EDUCAȚIE FIZICĂ ȘCOLARĂ",184,OGRADA,179819,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:27",1096,1074,0,1,21,525,503,0,1,21,510,15,1208,683,22,81,349,1,34,3,13,7
23,IALOMIŢA,"SALĂ FESTIVITĂŢI",105,BALACIU,92907,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:12:22",228,227,0,1,0,125,124,0,1,0,113,12,252,127,27,16,59,2,0,2,7,0
23,IALOMIŢA,"S.C. DRUMURI ŞI PODURI IALOMIŢA",21,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:31:11",1682,1670,6,6,0,837,831,0,6,0,826,11,1846,1009,245,38,394,6,11,19,82,31
23,IALOMIŢA,"ŞCOALA CRUNŢI",194,REVIGA,94269,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:27:05",327,320,0,7,0,184,177,0,7,0,170,14,350,166,33,10,118,0,5,0,4,0
23,IALOMIŢA,"ŞCOALA CU CLASELE I – IV BUEŞTI",120,BUEŞTI,179793,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:11:45",803,753,0,21,29,579,529,0,21,29,575,4,859,280,4,4,564,0,0,1,2,0
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII, ”BARBU CATARGIU”, MAIA",167,MAIA,179800,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:09:16",1435,1258,0,113,64,1075,898,0,113,64,1041,34,1385,310,57,17,918,3,22,16,6,2
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII COLELIA",131,COLELIA,179971,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:34",849,778,1,2,68,523,453,0,2,68,514,9,934,411,24,27,442,1,15,2,3,0
23,IALOMIŢA,"SCOALA CU CLASELE I-VIII GARBOVI",148,GÂRBOVI,103283,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:28",1067,1026,0,34,7,643,602,0,34,7,615,28,1134,491,74,53,167,3,28,3,285,2
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII GÂRBOVI,",147,GÂRBOVI,103283,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:15",957,923,0,24,10,578,544,0,24,10,548,30,1025,447,72,50,151,3,27,4,236,5
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII GÂRBOVI,",146,GÂRBOVI,103283,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:45",962,928,3,26,5,549,518,0,26,5,520,29,1025,476,57,54,135,1,19,3,250,1
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII MOLDOVENI",177,MOLDOVENI,179999,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:11:56",948,814,0,111,23,689,555,0,111,23,676,13,914,225,25,112,513,0,14,3,9,0
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII, MOVILA",178,MOVILA,94081,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:56:44",1559,1512,0,3,44,855,808,0,3,44,775,39,1663,849,128,115,405,6,51,13,54,3
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII NR.3 DIN URZICENI",60,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:45",1268,1255,0,11,2,583,570,0,11,2,554,29,1400,817,188,35,205,5,55,9,49,8
23,IALOMIŢA,"SCOALA CU CLASELE I-VIII ROŞIORI",196,ROŞIORI,179828,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:47",914,833,1,19,61,726,646,0,19,61,709,17,987,261,202,121,353,1,15,5,12,0
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII ROŞIORI",197,ROŞIORI,179828,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:52",649,594,0,16,39,522,467,0,16,39,502,20,700,178,144,92,243,0,14,1,8,0
23,IALOMIŢA,"ŞCOALA DIN SATUL SLĂTIOARELE",166,JILAVELE,103960,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:52:58",289,275,0,7,7,188,174,0,7,7,176,12,310,122,35,18,105,1,11,0,3,3
23,IALOMIŢA,"ŞCOALA GENERALĂ ADÂNCATA",90,ADÂNCATA,100754,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:51",579,548,0,28,3,374,343,0,28,3,359,15,600,226,58,57,212,1,21,0,8,2
23,IALOMIŢA,"SCOALA GENERALA ALEXANDRU ODOBESCU",64,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:28",1076,1065,2,9,0,565,556,0,9,0,535,30,1200,635,139,32,207,4,51,14,77,11
23,IALOMIŢA,"ŞCOALA GENERALA ANDRĂŞEŞTI",95,ANDRĂŞEŞTI,92872,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:16:40",1413,1370,2,23,18,829,788,0,23,18,783,46,1500,670,335,76,276,12,27,7,46,4
23,IALOMIŢA,"ȘCOALA GENERALĂ ARMĂȘEȘTI",97,ARMĂŞEŞTI,100870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:20:20",592,580,0,12,0,319,307,0,12,0,312,7,640,321,7,50,200,0,25,2,26,2
23,IALOMIŢA,"ŞCOALA GENERALĂ CIOCÂRLIA",121,CIOCÂRLIA,100709,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:40",624,578,0,28,18,415,369,0,28,18,402,13,661,246,57,0,318,2,14,2,7,2
23,IALOMIŢA,"ŞCOALA GENERALĂ COSERENI",135,COŞERENI,102240,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:17:09",1250,1229,0,11,10,863,842,0,11,10,816,47,1250,387,193,112,329,1,25,113,40,3
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV FIRBINŢI DE JOS",78,"ORAŞ FIERBINŢI-TÂRG",102749,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:58",875,858,0,12,5,583,566,0,12,5,566,17,950,367,107,18,397,3,15,0,23,3
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV FIRBINŢI DE SUS",79,"ORAŞ FIERBINŢI-TÂRG",102749,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:33",1487,1433,0,23,31,1487,1433,0,23,31,944,28,1673,701,182,41,641,3,21,7,48,1
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV RĂSIMNICEA",192,RĂDULEŞTI,101243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:15:49",231,197,0,30,4,156,122,0,30,4,148,8,221,65,14,9,119,1,2,2,1,0
23,IALOMIŢA,"ŞCOALA GENERALĂ GHEORGHE LAZĂR",151,"GHEORGHE LAZĂR",93628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:21",1023,978,7,3,35,594,554,2,3,35,565,29,1120,526,40,58,438,1,20,2,4,2
23,IALOMIŢA,"ŞCOALA GENERALĂ GHEORGHE LAZĂR",152,"GHEORGHE LAZĂR",93628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:22:30",760,722,0,8,30,460,422,0,8,30,441,19,838,378,23,54,331,3,11,10,7,2
23,IALOMIŢA,"ŞCOALA GENERALĂ ION HELIADE RADULESCU",66,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:12:14",1376,1372,0,4,0,639,635,0,4,0,616,23,1550,911,156,57,258,6,65,5,63,6
23,IALOMIŢA,"ŞCOALA GENERALĂ ION HELIADE RADULESCU",67,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:38",1148,1146,0,2,0,518,516,0,2,0,502,16,1300,782,109,36,231,7,47,5,59,8
23,IALOMIŢA,"ŞCOALA GENERALA LUCIU",160,"GURA IALOMIŢEI",180046,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:14",1065,1061,2,2,0,678,675,1,2,0,641,37,1104,426,202,166,239,4,12,13,5,0
23,IALOMIŢA,"ŞCOALA GENERALĂ MALU ROȘU",98,ARMĂŞEŞTI,100870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:40",1090,1067,0,23,0,589,566,0,23,0,557,32,1173,584,8,50,400,3,30,2,63,1
23,IALOMIŢA,"ŞCOALA GENERALĂ NICOLEŞTI",175,MILOŞEŞTI,94045,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:01:30",314,308,0,0,6,178,172,0,0,6,166,12,400,222,8,2,143,1,9,1,1,1
23,IALOMIŢA,"ŞCOALA GENERALĂ NR. 1",181,MUNTENI-BUZĂU,94107,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:26",1456,1434,0,11,11,879,857,0,11,11,842,37,1600,721,201,150,409,3,14,2,55,8
23,IALOMIŢA,"ŞCOALA GENERALĂ NR. 2",182,MUNTENI-BUZĂU,94107,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:55",1232,1214,1,7,10,662,645,0,7,10,629,33,1327,665,96,148,296,9,28,3,49,0
23,IALOMIŢA,"ŞCOALA GENERALA TOVĂRĂŞIA",176,MILOŞEŞTI,94045,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:39:39",280,275,0,4,1,126,121,0,4,1,116,10,300,174,18,6,74,1,8,1,8,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",113,BORĂNEŞTI,179784,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:39",574,559,0,7,8,401,386,0,7,8,384,17,620,219,177,38,103,5,6,8,47,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",198,SĂLCIOARA,94330,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:34:07",859,792,1,27,39,661,595,0,27,39,642,19,900,239,62,191,366,0,9,2,10,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",112,BORĂNEŞTI,179784,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:48:41",970,955,0,8,7,655,640,0,8,7,627,28,1060,405,427,66,68,2,17,4,39,4
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU ALDEA VOIEVOD” - CORP A (ȘCOALA NOUĂ)",93,ALEXENI,100852,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:52:04",915,842,1,28,44,609,537,0,28,44,583,26,929,320,280,21,251,1,14,3,13,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU ALDEA VOIEVOD” - CORP A (ȘCOALA NOUĂ)",94,ALEXENI,100852,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:39:45",1032,952,0,25,55,739,659,0,25,55,699,40,1100,361,271,38,353,1,21,2,12,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ” ALEXANDRU RĂDULESCU ” MĂRCULEŞTI",171,MĂRCULEŞTI,179980,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:48",1313,1260,1,22,30,838,786,0,22,30,798,40,1421,583,306,107,343,0,24,2,4,12
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”APOSTOL D. CULEA”",213,SUDIŢI,94535,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:10:57",870,834,0,18,18,660,624,0,18,18,627,15,914,272,253,33,294,2,23,5,13,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”APOSTOL D. CULEA”",212,SUDIŢI,94535,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:59:34",788,745,1,17,25,576,534,0,17,25,542,21,845,282,241,30,253,1,10,0,4,3
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ARHIMANDRIT TEOFIL” BALACIU",103,BALACIU,92907,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:43",314,311,0,3,0,209,206,0,3,0,199,10,350,141,48,9,79,0,6,2,54,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”AUREL VLAICU”",45,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:12:58",1013,1013,0,0,0,502,502,0,0,0,486,16,1100,598,45,47,332,5,22,17,14,4
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",107,BĂRBULEŞTI,180064,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:18:02",1124,1124,0,0,0,297,297,0,0,0,290,7,1250,953,2,1,278,2,5,2,0,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",109,BĂRBULEŞTI,180064,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:23:44",1322,1322,0,0,0,327,327,0,0,0,321,6,1495,1168,0,6,310,0,5,0,0,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",106,BĂRBULEŞTI,180064,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:25:22",1044,1044,0,0,0,290,290,0,0,0,283,7,1150,860,0,5,271,0,5,2,0,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",108,BĂRBULEŞTI,180064,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:59:51",1137,1137,0,0,0,311,311,0,0,0,301,10,1200,889,4,3,291,0,2,0,0,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRCĂNEŞTI-CORP A",110,BĂRCĂNEŞTI,101056,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:14:12",1268,1224,2,37,5,887,844,1,37,5,879,8,1350,463,108,49,601,1,30,4,86,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ BORA",31,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:57",1028,1023,0,5,0,434,429,0,5,0,396,38,1150,716,166,32,155,3,11,6,6,17
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ BORA",30,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:06",762,747,0,15,0,319,304,0,15,0,310,9,850,531,129,23,119,0,9,12,8,10
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIOCHINA",122,CIOCHINA,93101,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:53:36",1203,1174,3,24,2,744,718,0,24,2,727,16,1300,557,285,45,282,5,18,81,4,7
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIULNIȚA",125,CIULNIŢA,93156,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:29:07",971,947,2,16,6,622,600,0,16,6,598,24,1053,431,197,56,274,9,13,6,15,28
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ COCORA",129,COCORA,93209,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:14:18",775,743,0,9,23,542,510,0,9,23,524,18,850,308,15,18,390,0,3,4,94,0
23,IALOMIŢA,"SCOALA GIMNAZIALA CONSTANTIN GURGU NR. 1",159,"GURA IALOMIŢEI",180046,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:50:26",951,945,0,4,2,657,651,0,4,2,641,16,1100,443,77,234,232,8,14,21,53,2
23,IALOMIŢA,"SCOALA GIMNAZIALA ”CONSTANTIN STEFAN”",91,ALBEŞTI,92783,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:36",503,479,0,0,24,300,276,0,0,24,284,16,550,250,13,39,208,1,12,4,7,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",54,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:07",937,932,1,4,0,409,405,0,4,0,392,17,1000,591,49,27,242,5,21,17,28,3
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",52,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:36",1184,1176,0,8,0,538,530,0,8,0,519,19,1300,762,41,23,383,9,27,13,18,5
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",53,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:04:50",908,897,2,8,1,424,415,0,8,1,419,5,1000,576,61,26,35,262,12,9,14,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ DRIDU - CORP C1",138,DRIDU,102703,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:33",955,941,1,12,1,565,552,0,12,1,534,31,984,419,21,48,426,1,22,2,12,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C1",142,FĂCĂENI,93575,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:34",1185,1161,2,7,15,669,647,0,7,15,643,26,1300,631,30,284,236,3,20,5,62,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C2",143,FĂCĂENI,93575,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:13:47",1579,1547,0,13,19,853,821,0,13,19,775,46,1700,879,25,385,294,2,29,3,35,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C3",144,FĂCĂENI,93575,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:38:59",912,888,2,9,13,519,496,1,9,13,500,19,1000,481,13,246,170,3,13,5,46,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”",72,"ORAŞ AMARA",92836,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:51:41",1373,1363,0,5,5,697,687,0,5,5,673,22,1500,797,168,142,265,6,18,10,58,6
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”",73,"ORAŞ AMARA",92836,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:13:58",1418,1410,4,0,4,712,704,4,0,4,689,23,1164,452,191,117,287,8,21,10,44,11
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”- CORP C1",74,"ORAŞ AMARA",92836,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:28:39",1451,1445,0,5,1,727,721,0,5,1,707,20,1609,880,182,165,270,3,24,12,45,6
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GHEORGHE DOJA SITUATĂ ÎN GHEORGHE DOJA",150,"GHEORGHE DOJA",93600,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:43",1063,1016,0,4,43,635,588,0,4,43,603,32,1172,537,57,32,470,1,15,3,19,6
