precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IORGA MIHAI-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","POPA TEODOR-BOGDAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BARCAN VASILE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","MELINTE AURICA-PARTIDUL MIȘCAREA POPULARĂ-voturi","RUSU BEBI-voturi"
4,BACĂU,"CONTAINER MODULAR",589,STĂNIŞEŞTI,25521,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:19:14",112,101,0,7,4,71,60,0,7,4,64,7,96,25,9,53,0,2,0
4,BACĂU,"CONTAINER MODULAR",586,STĂNIŞEŞTI,25521,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:38:39",433,421,0,6,6,211,199,0,6,6,193,18,500,289,18,123,2,6,44
4,BACĂU,"ŞCOALA 1 SATUL SLOBOZIA",587,STĂNIŞEŞTI,25521,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:43:50",766,752,0,5,9,306,292,0,5,9,276,30,800,494,14,182,1,6,73
4,BACĂU,"SCOALA BENESTI",584,STĂNIŞEŞTI,25521,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:25:37",380,368,0,3,9,177,165,0,3,9,167,10,400,223,14,138,1,11,3
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE APOSTU” STĂNIȘEȘTI",583,STĂNIŞEŞTI,25521,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:41:55",687,673,0,4,10,349,335,0,4,10,332,17,700,349,45,254,1,16,16
4,BACĂU,"SCOALA SATUL CRĂIEŞTI",585,STĂNIŞEŞTI,25521,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:34:17",405,390,2,7,6,191,178,0,7,6,184,7,400,209,7,152,4,20,1
4,BACĂU,"ŞCOALA SATUL SLOBOZIA NOUĂ",588,STĂNIŞEŞTI,25521,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:05:28",619,611,0,4,4,284,276,0,4,4,272,12,700,416,19,233,1,3,16
