precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOBANU GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","COBZARU DAN-PETRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VÎRGĂ FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","COBZARU EUGEN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MONU MIHAELA-voturi"
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",412,SĂBĂOANI,124206,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:29",1450,1425,0,4,21,505,480,0,4,21,487,17,1500,996,64,14,336,66,7
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",413,SĂBĂOANI,124206,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:03",1081,1073,0,0,8,408,400,0,0,8,389,19,1200,792,48,13,273,48,7
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",411,SĂBĂOANI,124206,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:09",900,893,1,1,5,370,364,0,1,5,362,8,1000,630,33,9,256,60,4
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",410,SĂBĂOANI,124206,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:17:26",1020,1013,0,0,7,388,381,0,0,7,364,24,1100,712,26,14,273,43,8
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",408,SĂBĂOANI,124206,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:29:55",1915,1896,0,4,15,795,776,0,4,15,769,26,2100,1305,130,24,479,124,12
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",407,SĂBĂOANI,124206,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:31:52",1098,1081,1,0,16,398,382,0,0,16,384,14,1200,802,31,28,246,73,6
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",409,SĂBĂOANI,124206,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:21",1097,1089,0,0,8,426,418,0,0,8,405,21,1200,774,79,24,219,75,8
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ TRAIAN-SĂBĂOANI",414,SĂBĂOANI,124206,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:17",1029,1011,0,4,14,464,446,0,4,14,453,11,1100,636,47,15,312,33,46
