precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOMBORA LEHEL-LAJOS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
15,COVASNA,"CĂMINUL CULTURAL RECI",179,RECI,64773,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:22:35",1217,1187,0,3,27,649,619,0,3,27,631,18,1200,551,631
15,COVASNA,"CĂMINUL CULTURAL SACIOVA",182,RECI,64773,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:13:48",114,104,0,4,6,79,69,0,4,6,73,6,200,121,73
15,COVASNA,"CASA PAROHIALĂ-ANINOASA",180,RECI,64773,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:29",338,335,0,2,1,156,153,0,2,1,147,9,400,244,147
15,COVASNA,"ŞCOALA PRIMARĂ BITA",181,RECI,64773,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:32:43",212,200,2,3,7,135,125,0,3,7,132,3,214,79,132
