precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL SOCIALIST ROMÂN-voturi"
11,CARAŞ-SEVERIN,"BIBLIOTECA VALERIU LEU",255,GORUIA,52954,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:31:37",339,229,1,99,10,339,229,1,99,10,257,10,345,78,32,133,9,25,12,5,31,10
11,CARAŞ-SEVERIN,"CENTRUL LOCAL DE INFORMARE ȘI PROMOVARE TURISTICĂ GORUIA",254,GORUIA,52954,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:54:51",364,310,0,43,11,299,245,0,43,11,288,11,373,74,64,44,20,68,40,12,3,37
11,CARAŞ-SEVERIN,"ŞCOALA CU CLASELE I - IV",256,GORUIA,52954,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:15:08",163,125,0,34,4,118,80,0,34,4,116,2,169,51,60,7,6,6,3,1,13,20
