precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HERMAN GAVRIL-PARTIDUL SOCIAL DEMOCRAT-voturi","CIARNĂU SANDU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POP VASILE-MIRCEA-PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"CAMIN CULTURAL",571,SÂRBI,31128,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:52:05",720,603,0,95,22,546,429,0,95,22,536,8,663,101,335,2,199
5,BIHOR,"CAMIN CULTURAL",569,SÂRBI,31128,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:33:20",991,809,1,150,31,772,591,0,150,31,762,10,875,101,394,4,364
5,BIHOR,"SCOALA GENERALA",573,SÂRBI,31128,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:45:37",367,270,1,88,8,279,182,1,88,8,262,8,297,27,116,5,141
5,BIHOR,"SCOALA GENERALA",570,SÂRBI,31128,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:01:07",104,77,0,25,2,75,48,0,25,2,75,0,87,12,34,0,41
5,BIHOR,"SPAȚIU PENTRU ALEGERI",574,SÂRBI,31128,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:33:40",61,49,0,11,1,48,36,0,11,1,48,0,55,7,12,1,35
5,BIHOR,"SPAȚIU PENTRU ALEGERI GENERALE",572,SÂRBI,31128,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:43:49",131,111,0,14,6,94,74,0,14,6,92,2,108,14,66,0,26
