precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ DRĂGĂEŞTI-PĂMÂNTENI",291,MĂNEŞTI,68002,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:05:00",1930,1924,0,6,0,1113,1107,0,6,0,1051,56,2107,994,780,100,164,7
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ DRĂGĂEŞTI-UNGURENI",292,MĂNEŞTI,68002,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:59",1096,1090,1,5,0,659,654,0,5,0,647,12,1200,541,421,60,108,58
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ MĂNEȘTI",290,MĂNEŞTI,68002,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:23:13",1090,1085,2,3,0,664,661,0,3,0,624,40,1190,526,358,74,175,17
