precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
30,OLT,"ŞCOALA GENERALĂ CLASELE I-IV.",128,BĂRĂŞTI,125757,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:56:42",442,326,1,97,18,382,266,1,97,18,370,12,520,138,184,144,42
30,OLT,"ŞCOALA GENERALĂ CLASELE I-VIII",129,BĂRĂŞTI,125757,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:50:30",980,618,0,343,19,822,460,0,343,19,816,6,869,23,502,260,54
30,OLT,"SEDIU FOSTĂ BRIGADĂ AGRICOLĂ",130,BĂRĂŞTI,125757,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:22:29",80,48,0,29,3,69,37,0,29,3,69,0,94,25,38,28,3
