precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 VALEA PĂRULUI",207,MÂRZĂNEŞTI,153339,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:31:13",679,601,0,46,32,585,507,0,46,32,485,21,650,143,22,241,196,26
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.1 MÎRZĂNEŞTI",204,MÂRZĂNEŞTI,153339,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:19:33",546,491,0,31,24,379,324,0,31,24,368,11,540,161,23,192,137,16
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 2, CERNETU",205,MÂRZĂNEŞTI,153339,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:25:32",1140,1009,0,79,52,934,803,0,79,52,825,30,1103,248,26,401,386,12
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TELEORMANU",206,MÂRZĂNEŞTI,153339,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:36:18",692,622,0,32,38,494,424,0,32,38,466,28,720,226,11,154,290,11
