precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PINTE IOANA-CRISTINA-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","MATE MARTA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","NISTOR LAURENŢIU-PARTIDUL SOCIAL DEMOCRAT-voturi","MUZSIC ROBERT-EUGEN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","APARASCHIVEI CONSTANTIN-DORU-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","MARIAN CĂLIN-PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","MANE MARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
22,HUNEDOARA,"CENTRUL DE INFORMARE TURISTICĂ VORŢA",516,VORŢA,92097,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:46",150,113,0,30,7,130,93,0,30,7,124,6,147,17,1,1,49,0,0,64,9
22,HUNEDOARA,"CENTRUL DE SĂNĂTATE MULTIFUNCŢIONAL",192,"ORAŞ CĂLAN",87424,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:19:41",1404,1380,2,13,9,748,726,0,13,9,727,21,1500,752,1,17,245,55,20,267,122
22,HUNEDOARA,"CENTRUL DE SERVICII SOCIAL-CULTURALE ȘI FESTIVE",403,"ORĂŞTIOARA DE SUS",90342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:28",423,387,0,18,18,308,275,0,16,17,301,7,440,132,3,3,99,9,3,132,52
22,HUNEDOARA,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",293,BOŞOROD,88449,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:49",446,423,3,11,9,300,277,3,11,9,283,16,476,176,2,0,179,20,2,61,19
22,HUNEDOARA,"CENTRUL NAŢIONAL DE INFORMARE ŞI PROMOVARE TURISTICĂ",248,"ORAŞ URICANI",87139,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:28",1848,1839,2,3,4,713,706,0,3,4,691,22,2073,1360,10,9,447,28,8,100,89
22,HUNEDOARA,"CENTRUL REZIDENȚIAL PENTRU VÂRSTNICI ORĂȘTIE",132,"MUNICIPIUL ORĂŞTIE",87638,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:49:20",1512,1498,1,13,0,578,565,0,13,0,560,18,1600,1022,8,11,263,59,9,109,101
22,HUNEDOARA,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”RUDOLF STEINER” (FOSTUL CENTRU DE ZI)",99,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:07:38",1107,1098,0,9,0,357,348,0,9,0,335,22,1200,843,5,15,196,19,5,44,51
22,HUNEDOARA,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”RUDOLF STEINER” (FOSTUL CENTRU DE ZI)",98,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:52:43",1118,1112,0,6,0,369,363,0,6,0,353,16,1200,831,11,9,241,13,3,31,45
22,HUNEDOARA,"CINEMATOGRAF CULTURAL LUPENI",117,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:06",1239,1230,1,8,0,500,492,0,8,0,468,32,1400,900,8,21,313,20,2,46,58
22,HUNEDOARA,"CLĂDIRE DISPENSAR MEDICAL CERNIȘOARA FLORESE",328,BUNILA,89026,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:12:31",143,111,0,24,8,143,111,0,24,8,139,3,166,23,1,0,24,0,2,103,9
22,HUNEDOARA,"CLĂDIRE MULTIFUNCȚIONALĂ DIN CADRUL PARCULUI DE AFACERI SIMERIA",241,"ORAŞ SIMERIA",87665,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:40:26",1383,1365,0,16,2,699,681,0,16,2,677,22,1310,611,20,26,235,47,8,279,62
22,HUNEDOARA,"CLĂDIRE MULTIFUNCȚIONALĂ DIN CADRUL PARCULUI DE AFACERI SIMERIA",242,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:43:01",997,983,3,9,2,534,522,1,9,2,515,19,985,451,16,14,192,33,14,170,76
22,HUNEDOARA,"CLUB ŞCOLAR SPORTIV",31,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:11:14",1270,1254,6,10,0,585,575,0,10,0,560,25,1300,715,19,39,190,58,17,166,71
22,HUNEDOARA,"CLUB SPORTIV ȘCOLAR",144,"MUNICIPIUL PETROŞANI",86990,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:49:53",937,924,0,12,1,391,378,0,12,1,381,10,1100,709,14,25,168,29,7,68,70
22,HUNEDOARA,"CLUBUL COPIILOR PETRILA",226,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:40:01",1275,1268,0,7,0,481,474,0,7,0,454,26,1400,919,11,10,255,44,11,41,82
22,HUNEDOARA,"CLUBUL COPIILOR ȘI ELEVILOR",182,"MUNICIPIUL VULCAN",87175,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:36:39",1014,1004,1,9,0,447,438,0,9,0,417,30,1100,653,7,7,174,25,5,131,68
22,HUNEDOARA,"COLEGIUL ECONOMIC EMANUIL GOJDU (FOSTA ŞCOALĂ GENERALĂ NR. 3)",84,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:24",1254,1246,1,7,0,614,607,0,7,0,592,22,1400,786,8,25,331,50,11,107,60
22,HUNEDOARA,"COLEGIUL ECONOMIC EMANUIL GOJDU (FOSTA ŞCOALĂ GENERALĂ NR. 3)",83,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:51",1236,1221,3,12,0,544,532,0,12,0,532,12,1300,756,8,27,299,52,11,85,50
22,HUNEDOARA,"COLEGIUL ECONOMIC EMANUIL GOJDU (FOSTA ȘCOALĂ GENERALĂ NR. 3)",82,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:25",1420,1411,1,8,0,510,502,0,8,0,487,23,1600,1090,11,28,275,35,8,61,69
22,HUNEDOARA,"COLEGIUL ECONOMIC ”EMANUIL GOJDU” (FOSTUL LICEU NR. 2)",71,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:25:36",1257,1250,1,5,1,509,502,1,5,1,477,32,1300,791,11,40,263,38,9,60,56
22,HUNEDOARA,"COLEGIUL ECONOMIC ”EMANUIL GOJDU” (FOSTUL LICEU NR. 2)",70,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:32:59",1139,1131,2,6,0,462,456,0,6,0,443,13,1200,735,13,25,237,30,16,69,53
22,HUNEDOARA,"COLEGIUL ECONOMIC ”HERMES ”",150,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:26:55",1502,1412,0,55,35,585,543,0,10,32,572,13,1600,1015,18,25,231,45,7,73,173
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”DECEBAL”",17,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:10",1133,1113,7,11,2,531,518,0,11,2,505,25,1200,669,13,34,185,65,13,144,51
22,HUNEDOARA,"COLEGIUL NAȚIONAL DE INFORMATICĂ ”CARMEN SYLVA” (GRĂDINIȚA CU PROGRAM NORMAL NR.5)",152,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:45",1361,1347,0,14,0,496,482,0,14,0,454,42,1500,1004,11,29,222,40,8,65,79
22,HUNEDOARA,"COLEGIUL NAȚIONAL DE INFORMATICĂ ”CARMEN SYLVA” (GRĂDINIȚA CU PROGRAM NORMAL NR.5)",151,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:53:43",1360,1352,1,7,0,525,518,0,7,0,476,47,1500,977,16,38,213,57,6,57,89
22,HUNEDOARA,"COLEGIUL NAȚIONAL DE INFORMATICĂ CARMEN SYLVA (LICEUL DE INFORMATICĂ)",149,"MUNICIPIUL PETROŞANI",86990,6,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:42:20",1286,1280,0,6,0,576,570,0,6,0,535,39,1500,926,26,16,229,46,8,85,125
22,HUNEDOARA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”TRAIAN LALESCU” (CLĂDIREA NOUĂ)",73,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:00:00",1150,1107,0,7,36,542,499,0,7,36,505,37,1200,658,13,42,263,60,9,55,63
22,HUNEDOARA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”TRAIAN LALESCU” (CLĂDIREA NOUĂ)",74,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:51",1213,1190,0,5,18,447,426,0,5,16,417,30,1300,853,2,34,218,41,3,66,53
22,HUNEDOARA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”TRAIAN LALESCU” (CLĂDIREA NOUĂ)",72,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:46",1338,1297,2,4,35,634,597,0,4,33,607,27,1600,966,14,49,303,61,9,110,61
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR. 5)",77,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:01:35",1210,1201,1,7,1,529,520,1,7,1,507,20,1300,771,14,46,241,34,13,94,65
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR. 5)",76,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:48",1094,1086,0,8,0,364,356,0,8,0,346,18,1200,836,9,22,183,28,10,57,37
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR. 5)",75,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:43:32",1442,1434,1,7,0,490,483,0,7,0,441,49,1600,1110,8,16,252,31,10,65,59
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR.5)",78,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:34:18",446,373,1,8,64,223,161,0,8,54,214,9,540,317,1,39,72,9,2,28,63
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ ZLAȘTI)",106,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:45:17",439,430,1,7,1,216,208,0,7,1,212,4,500,284,2,8,125,13,2,30,32
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”I.C.BRĂTIANU” HAŢEG",217,"ORAŞ HAŢEG",87576,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 20:06:43",1475,1424,1,38,12,837,786,1,38,12,783,42,1600,775,4,23,318,85,11,221,121
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”MIHAI EMINESCU” (LICEUL TEORETIC)",147,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:20:22",1643,1626,5,5,7,674,661,1,5,7,641,33,1800,1126,19,37,265,33,11,80,196
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU” (ŞCOALA GIMNAZIALĂ DÂLJA MARE)",165,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:06:16",183,173,0,10,0,130,120,0,10,0,125,5,200,70,0,1,84,2,0,9,29
22,HUNEDOARA,"COLEGIUL NAȚIONAL PEDAGOGIC”REGINA MARIA”",13,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:59:58",1183,1144,21,17,1,567,548,1,17,1,549,18,1290,723,18,49,164,57,17,179,65
22,HUNEDOARA,"COLEGIUL NAȚIONAL SPORTIV CETATE DEVA",18,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:08",1365,1353,2,10,0,714,702,2,10,0,693,21,1500,786,21,64,226,74,13,211,84
22,HUNEDOARA,"COLEGIUL TEHNIC „CONSTANTIN BRÂNCUȘI” PETRILA",232,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:11",961,955,0,6,0,499,493,0,6,0,477,22,1202,703,8,13,280,27,5,34,110
22,HUNEDOARA,"COLEGIUL TEHNIC „CONSTANTIN BRÂNCUȘI” PETRILA (FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL „ANA COLDA”)",235,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:11:52",1164,1153,0,5,6,565,554,0,5,6,549,16,1200,635,2,24,352,25,10,36,100
22,HUNEDOARA,"COLEGIUL TEHNIC „CONSTANTIN BRÂNCUȘI” PETRILA (FOSTA ȘCOALĂ GIMNAZIALĂ „ANA COLDA”)",234,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:29",1332,1324,0,7,1,576,568,0,7,1,558,18,1400,824,6,13,355,21,16,43,104
22,HUNEDOARA,"COLEGIUL TEHNIC DE TRANSPORT FEROVIAR ”ANGHEL SALIGNY” SIMERIA",244,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:29:18",1228,1212,5,10,1,591,580,0,10,1,558,33,1150,559,15,13,205,33,8,193,91
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ŞCOALĂ GENERALĂ ”OCTAVIAN GOGA”)",36,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:47",1296,1287,0,9,0,460,451,0,9,0,444,16,1400,940,38,11,176,32,14,84,89
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ŞCOALĂ GENERALĂ ”OCTAVIAN GOGA”)",35,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:53",1861,1841,6,7,7,759,745,0,7,7,723,36,1900,1141,45,36,251,51,40,178,122
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ŞCOALĂ GENERALĂ ”OCTAVIAN GOGA”)",34,"MUNICIPIUL DEVA",86687,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:11:35",1416,1411,0,5,0,520,515,0,5,0,483,35,1502,984,21,24,187,44,14,92,101
22,HUNEDOARA,"COLEGIUL TEHNIC ”MATEI CORVIN” (FOSTUL LICEU NR. 1)",81,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:17:30",1015,998,7,10,0,421,411,0,10,0,402,19,1100,679,9,25,241,30,4,43,50
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ŞCOALĂ GENERALĂ)",27,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:16",1245,1235,4,6,0,519,513,0,6,0,493,26,1300,781,27,32,171,48,15,125,75
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ŞCOALĂ GENERALĂ)",28,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:15:38",1547,1534,4,8,1,623,614,0,8,1,576,47,1615,992,18,47,246,47,15,111,92
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ŞCOALĂ GENERALĂ)",26,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:27:28",1414,1402,2,9,1,637,627,0,9,1,626,11,1500,863,35,52,224,62,15,155,83
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ȘCOALĂ GENERALĂ)",29,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:26:17",1344,1333,1,10,0,541,531,0,10,0,517,24,1456,915,25,40,179,46,14,149,64
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ȘCOALĂ GENERALĂ)",24,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:45",865,855,1,9,0,331,322,0,9,0,317,14,1100,769,8,20,104,45,11,90,39
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ȘCOALĂ GENERALĂ)",25,"MUNICIPIUL DEVA",86687,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:06:11",743,732,2,9,0,306,297,0,9,0,285,12,999,702,12,24,94,43,7,72,33
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA(FOSTA ȘCOALĂ GENERALĂ)",30,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:08",1462,1448,1,13,0,619,606,0,13,0,597,22,1600,981,44,38,227,65,19,124,80
22,HUNEDOARA,"CONSILIUL LOCAL CĂLAN",188,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:13",1037,1004,7,10,16,574,547,1,10,16,540,34,1100,526,5,7,149,37,13,251,78
22,HUNEDOARA,"COOPERATIVA DE CONSUM BULZEȘTII DE JOS",326,"BULZEŞTII DE SUS",88920,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:19:54",157,107,0,49,1,139,89,0,49,1,130,9,169,30,0,5,38,3,0,66,18
22,HUNEDOARA,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ PETRILA",231,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:50",1234,1225,0,9,0,445,436,0,9,0,419,26,1400,955,6,17,236,20,9,27,104
22,HUNEDOARA,"DIRECȚIA GENERALĂ DE ASISTENȚĂ SOCIALĂ ȘI PROTECȚIA COPILULUI",21,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:00",1034,1026,0,8,0,480,472,0,8,0,461,19,1100,620,26,29,187,49,13,111,46
22,HUNEDOARA,"DIRECŢIA SILVICĂ DEVA",22,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:24",1115,1102,0,12,1,467,454,0,12,1,458,9,1200,733,21,37,173,48,11,114,54
22,HUNEDOARA,"DISPENSAR GOVĂJDIA",369,GHELARI,86883,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 19:28:46",88,81,0,7,0,42,35,0,7,0,42,0,88,46,0,3,26,3,0,5,5
22,HUNEDOARA,"DISPENSAR UMAN BÂRSĂU",378,HĂRĂU,89801,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:31:45",423,402,0,7,14,288,267,0,7,14,280,8,458,170,4,5,168,18,1,44,40
22,HUNEDOARA,"GALERIA FORMA",16,"MUNICIPIUL DEVA",86687,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:40:16",1226,1206,8,12,0,599,587,0,12,0,574,25,1312,713,29,34,199,47,20,174,71
22,HUNEDOARA,"GRĂDINIŢA „CĂSUȚA CU POVEȘTI”",130,"MUNICIPIUL ORĂŞTIE",87638,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:29:43",1358,1331,3,10,14,566,542,0,10,14,529,37,1450,884,10,17,253,35,5,110,99
22,HUNEDOARA,"GRĂDINIŢA CU ORAR NORMAL MICRO III PN 2 ”ZORI DE ZI”",93,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:49",1260,1248,0,12,0,498,486,0,12,0,466,20,1300,813,9,21,287,29,15,56,49
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM NORMAL DIN CADRUL ȘCOLII GIMNAZIALE NR. 6",179,"MUNICIPIUL VULCAN",87175,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:28",1226,1216,0,10,0,391,381,0,10,0,376,15,1300,909,3,9,187,11,7,91,68
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL MICRO VII PN6",69,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:46",1187,1176,1,10,0,368,358,0,10,0,345,23,1300,932,13,8,205,27,6,30,56
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 GEOAGIU,",205,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:10",1250,1210,2,17,21,909,871,0,17,21,890,19,1300,391,0,2,301,11,2,536,38
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 LUPENI",118,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:16",1471,1464,0,7,0,502,495,0,7,0,478,24,1600,1098,7,19,354,8,2,39,49
22,HUNEDOARA,"GRADINITA CU PROGRAM NORMAL NR.1 SIMERIA",240,"ORAŞ SIMERIA",87665,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:49:22",1455,1444,0,10,1,791,780,0,10,1,746,45,1300,509,17,14,266,37,7,308,97
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",125,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:17:59",902,897,0,5,0,297,292,0,5,0,290,7,1000,703,1,9,196,1,1,46,36
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",124,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:19",921,917,0,4,0,355,351,0,4,0,340,15,1000,645,11,13,216,12,0,38,50
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",126,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:23",1180,1175,0,5,0,425,420,0,5,0,407,18,1300,875,7,13,263,16,7,40,61
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM NORMAL ŞCOALA GIMNAZIALĂ NR. 1",113,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:44",776,769,0,7,0,282,275,0,7,0,271,11,900,618,2,17,181,6,0,22,43
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT AEROPORT",155,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:57",823,813,1,9,0,242,233,0,9,0,224,18,924,682,6,4,109,19,4,15,67
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",92,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:17:08",1049,1043,1,5,0,391,386,0,5,0,366,25,1100,709,6,9,233,20,5,39,54
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",90,"MUNICIPIUL HUNEDOARA",86810,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:05:56",1102,1098,0,4,0,419,415,0,4,0,398,21,1200,781,11,13,256,25,5,40,48
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",91,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:21:01",954,947,2,5,0,347,342,0,5,0,337,10,1000,653,3,19,218,19,10,23,45
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2",40,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:28:51",1129,1115,1,12,1,495,482,0,12,1,477,18,1200,705,45,29,147,52,7,106,91
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2",42,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:27:42",840,833,0,6,1,352,345,0,6,1,338,10,1104,752,17,21,124,31,11,84,50
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2",41,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:27:51",898,886,1,10,1,383,373,0,9,1,370,13,1063,680,16,23,107,37,14,120,53
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR 7",12,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:05",1197,1151,32,14,0,537,523,0,14,0,520,17,1300,763,28,40,169,54,6,157,66
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICOT”",85,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:46",817,808,2,7,0,336,329,0,7,0,315,21,1000,664,5,9,198,29,8,36,30
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICOT”",86,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:35:31",1067,1062,0,5,0,380,375,0,5,0,358,22,1200,820,4,16,201,25,14,57,41
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM SĂPTĂMÂNAL LUMEA COPIILOR",119,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:53",1513,1508,0,5,0,615,610,0,5,0,578,37,1600,985,15,32,395,26,8,39,63
