precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GALIŞ FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIONCA-ARGHIR IUSTIN-MARINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","FIFOR MIHAI-VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","PERO TAMAS-CAROL-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","DOROŢIU FLORIN-DORIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ANGHEL RAZVAN-PAUL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","KISS DAN-MIHAI-PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",81,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:18:36",1093,1080,4,8,1,484,475,0,8,1,464,20,1230,744,67,142,106,17,13,89,30
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",80,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:12:58",1148,1138,2,8,0,424,416,0,8,0,407,17,1290,866,57,109,102,19,12,83,25
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",79,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:39:53",1556,1533,17,6,0,592,586,0,6,0,569,23,1650,1058,83,149,95,75,23,123,21
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",82,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:47",1253,1242,3,8,0,502,494,0,8,0,476,26,1390,888,73,117,105,39,11,107,24
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",83,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:32",1498,1462,27,8,1,486,477,0,8,1,474,12,1670,1184,76,89,105,87,13,78,26
2,ARAD,"ŞCOALA GIMNAZIALĂ ”IOSIF MOLDOVAN” (FOSTA ȘCOALĂ GENERALĂ NR. 3)",85,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:33:03",1417,1409,0,8,0,478,470,0,8,0,458,20,1630,1152,84,130,95,30,11,77,31
2,ARAD,"ŞCOALA GIMNAZIALĂ LIVADA",307,LIVADA,9333,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:05:26",1358,1342,5,9,2,755,744,0,9,2,740,15,1480,725,104,269,219,17,28,85,18
2,ARAD,"ŞCOALA GIMNAZIALĂ MĂDERAT",149,"ORAŞ PÂNCOTA",9654,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:04:01",1306,1278,1,16,11,612,585,0,16,11,591,21,1410,798,80,137,324,5,4,24,17
2,ARAD,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU” (FOSTA ŞCOALĂ GENERALĂ NR. 1)",90,"MUNICIPIUL ARAD",9262,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 10:33:43",1355,1294,37,12,12,542,518,0,12,12,525,17,1570,1028,81,122,126,68,16,79,33
2,ARAD,"ŞCOALA GIMNAZIALĂ ”MIHAI VELICIU”",371,ŞEPREUŞ,12224,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:34:52",1030,993,0,8,29,617,580,0,8,29,586,31,1120,503,177,221,134,4,4,30,16
2,ARAD,"ŞCOALA GIMNAZIALĂ ”MIHAI VELICIU”",372,ŞEPREUŞ,12224,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:28:15",1185,1157,0,10,18,639,611,0,10,18,577,62,1290,651,241,190,78,6,6,38,18
2,ARAD,"ŞCOALA GIMNAZIALĂ MOCREA",131,"ORAŞ INEU",9538,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:29:28",585,572,0,13,0,299,286,0,13,0,285,14,627,328,13,213,43,5,8,1,2
2,ARAD,"ŞCOALA GIMNAZIALĂ NĂDAB",120,"ORAŞ CHIŞINEU-CRIŞ",9459,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:33:20",1490,1471,3,14,2,1056,1038,2,14,2,958,91,1620,564,138,301,366,12,19,60,62
2,ARAD,"ȘCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU” (FOSTA ŞCOALĂ GENERALĂ NR.11)",49,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:27:44",1520,1492,19,9,0,487,478,0,9,0,469,18,1630,1143,80,123,117,50,8,65,26
2,ARAD,"ȘCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU” (FOSTA ŞCOALĂ GENERALĂ NR.11)",50,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:05",1160,1153,2,5,0,403,398,0,5,0,385,18,1280,877,58,72,113,29,19,66,28
2,ARAD,"ȘCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU” (FOSTA ŞCOALĂ GENERALĂ NR.11)",48,"MUNICIPIUL ARAD",9262,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:22:22",1571,1556,5,10,0,583,573,0,10,0,554,29,1710,1127,71,137,112,75,13,118,28
2,ARAD,"ŞCOALA GIMNAZIALĂ NR. 2 VINGA",413,VINGA,12643,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:44:36",1379,1362,2,11,4,635,618,2,11,4,600,35,1500,865,92,263,106,12,93,19,15
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",310,MACEA,11398,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:49:00",1856,1813,19,8,16,907,880,3,8,16,891,16,2030,1123,145,559,116,9,9,23,30
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",313,MACEA,11398,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:22",1035,1028,0,7,0,346,339,0,7,0,300,46,1126,780,27,187,54,3,1,5,23
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",311,MACEA,11398,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:59:40",1884,1867,3,7,7,812,798,0,7,7,773,39,2070,1258,160,417,132,4,4,26,30
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",312,MACEA,11398,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:37",1166,1155,0,10,1,366,355,0,10,1,350,16,1270,904,50,179,81,3,5,11,21
2,ARAD,"ŞCOALA GIMNAZIALĂ „REGINA MARIA” (FOSTA ŞCOALĂ GENERALĂ NR. 12)",23,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:19",1199,1186,4,9,0,419,410,0,9,0,407,12,1300,881,61,89,115,38,8,74,22
2,ARAD,"ŞCOALA GIMNAZIALĂ „REGINA MARIA” (FOSTA ŞCOALĂ GENERALĂ NR. 12)",24,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:09",1278,1262,3,13,0,550,537,0,13,0,532,18,1430,880,69,146,124,44,16,114,19
2,ARAD,"ŞCOALA GIMNAZIALĂ „REGINA MARIA” (FOSTA ŞCOALĂ GENERALĂ NR. 12)",22,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:54:15",1326,1312,4,9,1,508,498,0,9,1,480,28,1490,982,73,100,112,38,15,120,22
2,ARAD,"ŞCOALA GIMNAZIALĂ SÂNLEANI",309,LIVADA,9333,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:11:21",1500,1479,9,5,7,808,793,3,5,7,774,34,1630,822,100,229,216,77,19,100,33
2,ARAD,"ȘCOALA GIMNAZIALĂ SÂNTANA",162,"ORAŞ SÂNTANA",12091,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:29:05",1463,1455,0,5,3,555,547,0,5,3,537,18,1610,1055,111,261,107,3,12,25,18
2,ARAD,"ŞCOALA GIMNAZIALĂ SEBIŞ",171,"ORAŞ SEBIŞ",9690,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:51:13",1207,1183,0,14,10,576,552,0,14,10,551,25,1320,744,70,233,162,32,14,22,18
2,ARAD,"ȘCOALA GIMNAZIALĂ SECUSIGIU",348,SECUSIGIU,11940,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:13:24",938,932,0,1,5,530,524,0,1,5,499,31,1040,510,66,204,195,6,1,12,15
2,ARAD,"ȘCOALA GIMNAZIALĂ SEMLAC",357,SEMLAC,12037,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:35",1645,1620,10,6,9,740,725,0,6,9,695,45,1790,1050,101,422,89,11,12,22,38
2,ARAD,"ȘCOALA GIMNAZIALĂ ”SFÂNTA ANA” SÂNTANA",161,"ORAŞ SÂNTANA",12091,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:36",1049,1040,1,8,0,330,322,0,8,0,319,11,1140,810,57,126,78,6,9,25,18
2,ARAD,"ŞCOALA GIMNAZIALĂ ŞICLĂU",273,GRĂNICERI,10916,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:45:46",960,934,0,10,16,479,453,0,10,16,444,35,1050,571,82,105,219,1,6,3,28
2,ARAD,"ȘCOALA GIMNAZIALĂ ȘICULA",374,ŞICULA,12242,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:25:44",877,858,2,2,15,634,617,0,2,15,588,27,960,345,132,169,250,2,16,2,17
2,ARAD,"ȘCOALA GIMNAZIALĂ ŞIMAND",378,ŞIMAND,12340,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:44:51",1468,1425,4,2,37,821,782,0,2,37,786,35,1560,739,164,314,153,22,40,35,58
2,ARAD,"ȘCOALA GIMNAZIALĂ ȘIMAND - GRĂDINIȚA CU PROGRAM NORMAL NR.2",380,ŞIMAND,12340,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:36:28",815,772,2,13,28,436,395,0,13,28,401,35,850,414,84,158,96,3,12,20,28
2,ARAD,"ȘCOALA GIMNAZIALĂ SÎNPETRU GERMAN",352,SECUSIGIU,11940,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:04:59",886,877,1,6,2,473,464,1,6,2,452,20,960,488,53,216,140,11,3,7,22
2,ARAD,"ȘCOALA GIMNAZIALĂ „ȘTEFAN BOZIAN” ȘEITIN",370,ŞEITIN,12206,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:13:49",1287,1266,6,5,10,760,744,1,5,10,716,44,1390,630,51,351,280,8,3,12,11
2,ARAD,"ȘCOALA GIMNAZIALĂ TÂRNOVA",393,TÂRNOVA,12509,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:25:59",1559,1445,5,69,40,1002,892,1,69,40,958,44,1582,580,102,216,580,3,7,21,29
2,ARAD,"ŞCOALA GIMNAZIALĂ ”TEODOR PĂCĂŢIAN” USUSĂU",399,USUSĂU,10765,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:58",522,503,0,11,8,394,375,0,11,8,371,23,586,192,41,170,116,5,2,22,15
2,ARAD,"ŞCOALA GIMNAZIALĂ VARIAŞU MARE",305,IRATOŞU,11352,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:23",439,424,0,9,6,246,231,0,9,6,233,13,470,224,23,50,52,88,7,9,4
2,ARAD,"ŞCOALA GIMNAZIALĂ VARIAŞU MIC",306,IRATOŞU,11352,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:44",107,96,0,11,0,63,52,0,11,0,63,0,110,47,4,25,9,19,2,0,4
2,ARAD,"ŞCOALA GIMNAZIALĂ VĂRȘAND",335,PILU,11735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:28",840,805,5,11,19,589,558,1,11,19,562,27,880,291,37,182,275,8,11,37,12
2,ARAD,"ȘCOALA GIMNAZIALĂ VLADIMIRESCU",420,VLADIMIRESCU,9397,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:43:19",1454,1440,3,11,0,656,645,0,11,0,626,14,1580,940,89,369,86,9,6,39,28
2,ARAD,"ŞCOALA PRIMARĂ 1 PECICA",156,"ORAŞ PECICA",11584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:38:24",1711,1689,6,13,3,914,897,1,13,3,879,35,1860,946,284,474,54,6,4,27,30
2,ARAD,"ŞCOALA PRIMARĂ 2 PECICA",154,"ORAŞ PECICA",11584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:33",1358,1344,3,9,2,673,662,0,9,2,650,23,1490,817,92,227,23,260,6,27,15
2,ARAD,"ŞCOALA PRIMARĂ 3 PECICA",155,"ORAŞ PECICA",11584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:00",1624,1610,1,13,0,618,605,0,13,0,576,42,1790,1172,166,221,47,113,2,12,15
2,ARAD,"ŞCOALA PRIMARĂ BELOTINŢ",236,CONOP,10453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:55",245,235,1,6,3,154,144,1,6,3,145,9,260,106,11,59,67,0,2,3,3
2,ARAD,"ŞCOALA PRIMARĂ BERECHIU",182,APATEU,9798,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:09",666,620,1,7,38,465,419,1,7,38,441,24,720,255,29,142,216,0,39,8,7
2,ARAD,"ȘCOALA PRIMARĂ BOCSIG CARTIER",214,BOCSIG,10195,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:01",196,190,0,4,2,196,190,0,4,2,189,7,350,154,35,60,68,7,2,9,8
2,ARAD,"ŞCOALA PRIMARĂ CĂPRIOARA",341,SĂVÂRŞIN,11842,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:11",221,186,0,6,29,146,111,0,6,29,142,4,240,94,11,73,37,0,2,2,17
2,ARAD,"ȘCOALA PRIMARĂ CHELMAC",237,CONOP,10453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:35",240,215,0,19,6,181,156,0,19,6,176,5,240,59,11,43,104,7,1,7,3
2,ARAD,"ŞCOALA PRIMARĂ CHIŞLACA",243,CRAIVA,10532,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:42",614,572,1,20,21,403,362,0,20,21,376,27,660,257,26,86,252,0,0,1,11
2,ARAD,"ŞCOALA PRIMARĂ CIUNTEŞTI",244,CRAIVA,10532,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:39",118,106,0,7,5,90,78,0,7,5,85,5,120,30,7,33,44,0,0,0,1
2,ARAD,"ȘCOALA PRIMARĂ CUIED",226,BUTENI,10293,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:31:45",550,498,2,6,44,397,356,1,6,34,386,11,580,183,38,196,125,1,17,4,5
2,ARAD,"ŞCOALA PRIMARĂ DIN SATUL ZERINDU MIC",317,MIŞCA,11423,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:10",162,151,0,9,2,118,107,0,9,2,115,3,170,52,2,13,14,83,1,1,1
2,ARAD,"ŞCOALA PRIMARĂ DONCENI",173,"ORAŞ SEBIŞ",9690,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:59",132,120,0,11,1,82,70,0,11,1,79,3,130,48,15,38,14,1,1,7,3
2,ARAD,"ŞCOALA PRIMARĂ IERMATA",354,SELEUŞ,11995,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:50",332,318,0,7,7,231,217,0,7,7,227,4,350,119,48,111,49,0,5,5,9
2,ARAD,"ŞCOALA PRIMARA IERMATA NEAGRA",436,ZERIND,12849,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:26:55",474,467,3,1,3,282,278,0,1,3,274,8,520,238,5,110,8,143,1,2,5
2,ARAD,"ŞCOALA PRIMARĂ JULIȚA",405,"VĂRĂDIA DE MUREŞ",12572,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:52:06",303,257,0,37,9,208,163,0,37,8,205,3,300,92,60,49,86,0,3,4,3
2,ARAD,"ŞCOALA PRIMARĂ LUNCŞOARA",291,HĂLMĂGEL,11174,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:15",255,241,0,5,9,198,184,0,5,9,188,10,280,82,17,59,109,0,0,1,2
2,ARAD,"ŞCOALA PRIMARĂ MÂNDRULOC",425,VLADIMIRESCU,9397,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:57",1234,1223,4,7,0,525,518,0,7,0,503,22,1360,835,88,252,87,8,7,37,24
2,ARAD,"ŞCOALA PRIMARĂ MĂRĂUŞ",246,CRAIVA,10532,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:23:15",235,207,0,12,16,186,158,0,12,16,176,10,250,64,13,63,95,0,3,2,0
2,ARAD,"ŞCOALA PRIMARĂ MILOVA",238,CONOP,10453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:59",471,435,2,24,10,342,307,1,24,10,331,11,490,148,30,213,74,2,7,2,3
2,ARAD,"ŞCOALA PRIMARĂ MINIŞEL",390,TAUŢ,12457,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:43:46",121,109,0,10,2,96,84,0,10,2,90,6,120,24,16,51,21,0,0,0,2
2,ARAD,"ŞCOALA PRIMARĂ ODVOŞ",239,CONOP,10453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:29",383,351,0,24,8,264,232,0,24,8,255,9,400,136,19,140,71,1,0,7,17
2,ARAD,"ŞCOALA PRIMARĂ PÂRNEŞTI",342,SĂVÂRŞIN,11842,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:13",136,126,0,5,5,102,92,0,5,5,97,5,140,38,17,43,32,0,1,1,3
2,ARAD,"ŞCOALA PRIMARĂ PRĂJEŞTI",172,"ORAŞ SEBIŞ",9690,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:52:02",213,195,1,11,6,133,116,0,11,6,127,6,220,87,6,72,39,1,0,5,4
2,ARAD,"ŞCOALA PRIMARĂ PRUNIŞOR",174,"ORAŞ SEBIŞ",9690,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:18:59",476,462,0,10,4,275,261,0,10,4,261,14,510,235,23,116,108,2,2,1,9
2,ARAD,"ŞCOALA PRIMARĂ RĂPSIG",216,BOCSIG,10195,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:51:03",564,553,0,0,11,362,351,0,0,11,348,13,591,230,43,179,113,0,2,6,5
2,ARAD,"ŞCOALA PRIMARĂ ROGOZ DE BELIU",247,CRAIVA,10532,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:21",102,89,0,9,4,81,68,0,9,4,80,1,100,19,3,17,55,0,1,4,0
2,ARAD,"ŞCOALA PRIMARĂ SEDERHAT",157,"ORAŞ PECICA",11584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:44:34",269,258,1,9,1,128,118,0,9,1,124,4,290,162,21,81,9,5,2,3,3
2,ARAD,"ŞCOALA PRIMARĂ ŞIAD",250,CRAIVA,10532,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:16",194,172,0,10,12,143,121,0,10,12,141,2,204,61,5,25,104,0,2,4,1
2,ARAD,"ȘCOALA PRIMARĂ ŞIMAND",379,ŞIMAND,12340,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:04",1251,1208,1,5,37,826,784,0,5,37,786,40,1320,494,152,349,140,8,83,25,29
2,ARAD,"ŞCOALA PRIMARĂ SINTEA MICĂ",321,OLARI,11502,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:31",326,316,0,7,3,182,172,0,7,3,180,2,350,168,8,118,38,4,1,4,7
2,ARAD,"ŞCOALA PRIMARĂ STOINEŞTI",248,CRAIVA,10532,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:18",137,114,0,16,7,120,97,0,16,7,118,2,130,10,4,45,63,0,0,5,1
2,ARAD,"ŞCOALA PRIMARĂ SUSAG",249,CRAIVA,10532,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:21:43",284,251,0,15,18,218,185,0,15,18,210,8,310,92,9,11,180,0,0,1,9
2,ARAD,"ŞCOALA PRIMARĂ TÂRNĂVIŢA",293,HĂLMĂGEL,11174,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:38:13",109,93,0,12,4,99,83,0,12,4,99,0,110,11,9,40,48,0,1,1,0
2,ARAD,"ȘCOALA PRIMARĂ TURNU",158,"ORAŞ PECICA",11584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:25",1058,1045,3,6,4,477,467,0,6,4,455,22,1170,693,151,195,22,30,4,40,13
2,ARAD,"ȘCOALA PRIMARĂ VASILE GOLDIŞ",209,BELIU,9930,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:17:48",435,415,0,5,15,258,238,0,5,15,242,16,460,202,37,136,63,0,2,0,4
2,ARAD,"ŞCOALA PRIMARĂ ZĂBALŢ",402,USUSĂU,10765,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:32",232,216,1,9,6,173,158,0,9,6,164,9,240,67,44,77,19,0,1,5,18
2,ARAD,"SEDIU AGENȚIA DE PLĂȚI ȘI INTERVENȚIE PENTRU AGRICULTURĂ RADNA",138,"ORAŞ LIPOVA",9574,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:14",1039,1027,4,4,4,490,482,0,4,4,478,12,1140,650,28,151,263,7,0,19,10
2,ARAD,"SEDIUL ASOCIAŢIA CARITAS BANAT SANCTUS GERHARDUS LIPOVA",133,"ORAŞ LIPOVA",9574,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:18:04",1126,1114,2,7,3,618,608,0,7,3,597,21,1230,612,56,239,247,6,6,26,17
2,ARAD,"SEDIU S.V.S.U. ZĂDĂRENI",431,ZĂDĂRENI,12938,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:28",1255,1211,4,3,37,678,636,2,3,37,657,21,1330,652,78,390,106,6,4,40,33
2,ARAD,"SPITALUL CLINIC JUDEȚEAN ARAD – SECȚIA CLINICĂ ORL (SALA DE ȘEDINȚE)",3,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:29",1110,1046,12,13,39,480,427,1,13,39,468,12,1260,780,60,113,122,53,15,92,13
2,ARAD,"STAȚIUNEA DE CERCETARE - DEZVOLTARE PENTRU CREȘTEREA BOVINELOR ARAD",88,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:31:23",348,305,1,7,35,131,89,0,7,35,127,4,410,279,19,30,44,9,7,9,9
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",17,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:16:02",1534,1511,17,5,1,599,593,0,5,1,588,11,1620,1021,72,166,154,28,18,122,28
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",20,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:03:27",1252,1235,10,7,0,474,467,0,7,0,455,19,1370,896,63,142,108,18,13,97,14
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",18,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:10:43",1267,1255,4,8,0,556,548,0,8,0,539,17,1400,844,55,145,140,17,31,134,17
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",19,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:48",1125,1118,0,7,0,493,486,0,7,0,479,14,1240,747,58,130,134,22,18,101,16
