precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GALIŞ FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIONCA-ARGHIR IUSTIN-MARINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","FIFOR MIHAI-VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","PERO TAMAS-CAROL-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","DOROŢIU FLORIN-DORIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ANGHEL RAZVAN-PAUL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","KISS DAN-MIHAI-PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"AGENȚIA NAȚIONALĂ DE ADMINISTRARE FISCALĂ, FOSTA DIRECȚIE VAMALĂ",74,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:13",1023,993,21,9,0,353,344,0,9,0,339,14,1180,827,59,76,78,29,12,67,18
2,ARAD,"AGENȚIA NAȚIONALĂ DE ADMINISTRARE FISCALĂ, FOSTA DIRECȚIE VAMALĂ",75,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:02",1372,1227,139,6,0,465,459,0,6,0,448,17,1420,955,44,127,93,36,14,112,22
2,ARAD,"BIBLIOTECA ORAȘULUI SÂNTANA",165,"ORAŞ SÂNTANA",12091,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:56:53",1012,1005,0,4,3,276,269,0,4,3,254,22,1110,834,34,133,52,3,2,11,19
2,ARAD,"CĂMIN CULTURAL",303,IGNEŞTI,11307,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:42:02",187,170,0,15,2,154,137,0,15,2,141,13,188,34,66,62,11,0,0,0,2
2,ARAD,"CĂMIN CULTURAL",277,GURAHONŢ,10943,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:04:10",62,49,0,8,5,53,40,0,8,5,52,1,60,7,0,23,22,0,6,1,0
2,ARAD,"CĂMIN CULTURAL",276,GURAHONŢ,10943,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:38",525,495,0,13,17,344,314,0,13,17,319,25,580,236,49,67,167,2,19,7,8
2,ARAD,"CĂMIN CULTURAL ALDEŞTI",193,BÂRSA,10051,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:39:38",445,415,0,8,22,312,282,0,8,22,304,8,460,148,31,111,147,1,2,6,6
2,ARAD,"CĂMIN CULTURAL COVĂSINȚ",240,COVĂSINŢ,10514,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:30",1037,1002,3,4,28,483,449,2,4,28,444,39,1100,617,45,280,92,2,2,13,10
2,ARAD,"CĂMIN CULTURAL DOROBANŢI",260,DOROBANŢI,12912,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:02:38",1347,1293,0,13,41,819,765,0,13,41,797,22,1470,651,14,96,25,639,4,9,10
2,ARAD,"CĂMIN CULTURAL LAZURI",411,VÂRFURILE,12689,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:16",585,570,2,3,10,382,367,2,3,10,366,16,640,258,120,95,114,1,12,23,1
2,ARAD,"CĂMIN CULTURAL PĂIUŞENI",233,CHISINDIA,10417,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:21",286,264,0,7,15,235,215,0,6,14,225,10,310,75,21,101,88,0,5,7,3
2,ARAD,"CĂMIN CULTURAL PĂULIŞ",322,PĂULIŞ,11539,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:34:21",1548,1495,18,19,16,941,906,0,19,16,896,45,1670,729,315,427,81,12,4,32,25
2,ARAD,"CĂMIN CULTURAL SÂMBĂTENI",325,PĂULIŞ,11539,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:27:16",1699,1660,7,14,18,993,958,3,14,18,948,45,1846,853,518,269,93,3,5,33,27
2,ARAD,"CĂMIN CULTURAL SATU NOU",166,"ORAŞ SÂNTANA",12091,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:32",1077,1068,0,5,4,549,540,0,5,4,539,10,1180,631,103,265,113,9,14,20,15
2,ARAD,"CĂMIN CULTURAL SLATINA DE MUREŞ",203,BÂRZAVA,10104,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:26",129,117,0,7,5,83,71,0,7,5,79,4,130,47,2,12,60,2,0,2,1
2,ARAD,"CĂMIN CULTURAL ŢĂRMURE",289,HĂLMAGIU,11058,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:39",257,224,0,14,19,206,173,0,14,19,200,6,288,82,16,138,46,0,0,0,0
2,ARAD,"CAMIN CULTURAL ȚELA",191,BATA,9887,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:31",284,249,1,25,9,207,172,1,25,9,194,13,280,73,11,122,39,2,0,14,6
2,ARAD,"CĂMIN CULTURAL VALEA MARE",346,SĂVÂRŞIN,11842,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:28",169,154,0,7,8,110,95,0,7,8,108,2,180,70,24,48,32,0,1,0,3
2,ARAD,"CĂMIN CULTURAL VĂSOAIA",234,CHISINDIA,10417,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:21",48,33,0,15,0,38,23,0,15,0,38,0,40,2,4,18,12,1,1,2,0
2,ARAD,"CĂMIN CULTURAL ZĂBRANI",426,ZĂBRANI,12778,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:01:31",993,973,2,7,11,573,557,1,4,11,545,28,1070,497,80,192,157,1,2,99,14
2,ARAD,"CĂMIN CULTURAL ZIMANDCUZ",440,"ZIMANDU NOU",12876,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:00",1491,1473,8,6,4,682,672,0,6,4,644,38,1650,968,79,208,70,178,8,61,40
2,ARAD,"CĂMINUL CULTURAL ACIUŢA",337,PLEŞCUŢA,11762,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:01:25",175,162,3,10,0,135,122,3,10,0,128,7,180,45,7,93,24,0,0,1,3
2,ARAD,"CĂMINUL CULTURAL ADEA",359,"SINTEA MARE",12055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:30:44",840,810,6,5,19,520,494,2,5,19,482,38,910,390,14,107,104,179,3,5,70
2,ARAD,"CĂMINUL CULTURAL AGRIŞU MIC",295,HĂŞMAŞ,11236,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:02:20",172,153,0,15,4,133,114,0,15,4,126,6,170,38,58,33,29,1,0,3,2
2,ARAD,"CĂMINUL CULTURAL ALMAŞ",176,ALMAŞ,9743,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:02:47",1131,1083,4,10,34,760,717,1,8,34,737,23,1190,430,103,321,235,1,6,26,45
2,ARAD,"CĂMINUL CULTURAL ANDREI ȘAGUNA",439,"ZIMANDU NOU",12876,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:21:37",1190,1156,0,6,28,695,661,0,6,28,660,35,1300,605,86,365,79,52,3,50,25
2,ARAD,"CĂMINUL CULTURAL ARĂNEAG",395,TÂRNOVA,12509,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:16:47",391,346,1,33,11,274,230,0,33,11,262,12,380,106,13,146,91,2,1,4,5
2,ARAD,"CĂMINUL CULTURAL BACĂUL DE MIJLOC",189,BATA,9887,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:25",150,142,0,7,1,112,104,0,7,1,105,7,160,48,10,53,29,0,3,9,1
2,ARAD,"CĂMINUL CULTURAL BAIA",404,"VĂRĂDIA DE MUREŞ",12572,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:58:42",102,94,0,6,2,76,68,0,6,2,74,2,110,34,32,12,26,2,1,1,0
2,ARAD,"CĂMINUL CULTURAL BĂNEȘTI",284,HĂLMAGIU,11058,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:51",212,196,0,8,8,176,160,0,8,8,169,7,230,54,27,83,54,1,0,3,1
2,ARAD,"CĂMINUL CULTURAL BÂRZAVA",196,BÂRZAVA,10104,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:10:15",755,713,1,19,22,466,425,0,19,22,446,17,810,347,43,35,340,1,4,7,16
2,ARAD,"CĂMINUL CULTURAL BENEŞTI",205,BELIU,9930,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:12:51",110,98,1,7,4,78,66,1,7,4,70,8,110,32,13,32,20,0,0,2,3
2,ARAD,"CĂMINUL CULTURAL BERINDIA",225,BUTENI,10293,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:44:38",177,168,0,2,7,139,130,0,2,7,138,1,200,61,19,75,30,2,6,2,4
2,ARAD,"CĂMINUL CULTURAL BIRCHIŞ",210,BIRCHIŞ,10006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:05:12",530,502,0,19,9,333,305,0,19,9,321,12,570,237,130,130,44,2,0,10,5
2,ARAD,"CĂMINUL CULTURAL BOCHIA",206,BELIU,9930,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:53:31",49,41,0,6,2,32,24,0,6,2,32,0,50,18,1,23,6,0,1,0,1
2,ARAD,"CĂMINUL CULTURAL BOCSIG",213,BOCSIG,10195,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:21:20",1519,1488,0,9,22,971,940,0,9,22,918,53,1600,629,198,393,277,2,16,14,18
2,ARAD,"CĂMINUL CULTURAL BODROGU NOU",432,ZĂDĂRENI,12938,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:52:22",240,228,0,5,7,143,131,0,5,7,142,1,250,107,17,74,25,1,5,9,11
2,ARAD,"CĂMINUL CULTURAL BUCEAVA",218,BRAZII,10239,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:26",66,60,0,4,2,55,49,0,4,2,52,3,80,25,9,16,25,0,0,1,1
2,ARAD,"CĂMINUL CULTURAL BUHANI",252,DEZNA,10649,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:31",155,139,0,13,3,121,105,0,13,3,117,4,150,29,16,28,63,0,0,6,4
2,ARAD,"CĂMINUL CULTURAL BULCI",190,BATA,9887,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:56:35",81,69,5,6,1,45,38,0,6,1,44,1,80,35,2,23,15,0,0,2,2
2,ARAD,"CĂMINUL CULTURAL CAPORAL ALEXA",168,"ORAŞ SÂNTANA",12091,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:41",1199,1188,1,3,7,578,568,0,3,7,558,20,1320,742,155,243,93,3,27,13,24
2,ARAD,"CĂMINUL CULTURAL CĂRAND",228,CĂRAND,10346,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:58:54",491,464,0,14,13,348,321,0,14,13,330,18,520,172,22,123,160,5,5,8,7
2,ARAD,"CĂMINUL CULTURAL CHIER",396,TÂRNOVA,12509,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:59:16",1017,955,1,43,18,583,522,0,43,18,560,23,1050,467,75,134,321,1,3,9,17
2,ARAD,"CĂMINUL CULTURAL CIL",177,ALMAŞ,9743,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:20:47",447,430,0,5,12,277,260,0,5,12,260,17,490,213,34,120,79,3,8,9,7
2,ARAD,"CĂMINUL CULTURAL CLADOVA",324,PĂULIŞ,11539,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:12:00",233,225,0,6,2,153,145,0,6,2,147,6,260,107,52,68,15,4,0,4,4
2,ARAD,"CĂMINUL CULTURAL CLIT",297,HĂŞMAŞ,11236,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:36",63,52,0,7,4,50,39,0,7,4,46,4,60,10,11,20,1,5,0,9,0
2,ARAD,"CĂMINUL CULTURAL COMĂNEŞTI",298,HĂŞMAŞ,11236,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:54:37",88,72,0,7,9,72,56,0,7,9,67,5,90,18,13,41,3,0,0,5,5
2,ARAD,"CĂMINUL CULTURAL CORBEŞTI",329,PETRIŞ,11664,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:41:04",155,143,1,8,3,110,99,0,8,3,108,2,160,50,7,59,35,0,1,3,3
2,ARAD,"CĂMINUL CULTURAL COROI",245,CRAIVA,10532,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:41",135,125,0,6,4,87,77,0,6,4,82,5,140,53,22,26,33,1,0,0,0
2,ARAD,"CĂMINUL CULTURAL COVĂSINŢ",241,COVĂSINŢ,10514,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:41:36",1071,1038,0,10,23,630,597,0,10,23,596,34,1160,530,65,326,163,3,4,17,18
2,ARAD,"CĂMINUL CULTURAL CROCNA",257,DIECI,10701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:04",312,272,0,15,25,246,206,0,15,25,231,15,330,84,23,89,73,5,0,37,4
2,ARAD,"CĂMINUL CULTURAL CUVIN",270,GHIOROC,10872,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:26",1366,1355,4,4,3,672,664,1,4,3,638,34,1490,818,77,428,77,3,6,27,20
2,ARAD,"CĂMINUL CULTURAL DEZNA",251,DEZNA,10649,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:54:42",702,619,0,61,22,543,462,0,61,20,515,28,679,136,54,154,261,2,4,33,7
2,ARAD,"CĂMINUL CULTURAL DIECI",256,DIECI,10701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:41:12",650,585,1,16,48,494,429,1,16,48,469,23,640,148,42,256,130,2,0,17,22
2,ARAD,"CĂMINUL CULTURAL DIN CARTIERUL TRAIAN",129,"ORAŞ INEU",9538,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:16:21",1351,1342,2,1,6,827,818,2,1,6,787,40,1476,649,96,467,146,17,9,21,31
2,ARAD,"CĂMINUL CULTURAL DRAUŢ",397,TÂRNOVA,12509,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:30:14",736,647,3,51,35,535,448,1,51,35,509,26,710,175,30,201,260,0,3,7,8
2,ARAD,"CĂMINUL CULTURAL DUD",398,TÂRNOVA,12509,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:16",582,548,0,21,13,388,354,0,21,13,364,24,600,212,80,114,141,0,2,9,18
2,ARAD,"CĂMINUL CULTURAL DUMBRĂVIŢA",199,BÂRZAVA,10104,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:23",215,197,1,7,10,154,137,0,7,10,146,8,230,76,13,10,111,1,0,5,6
2,ARAD,"CĂMINUL CULTURAL FENIŞ",278,GURAHONŢ,10943,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:44",85,69,0,8,8,68,52,0,8,8,66,2,90,22,1,24,24,1,5,5,6
2,ARAD,"CĂMINUL CULTURAL GALȘA",384,ŞIRIA,12368,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:56:16",1884,1863,0,3,18,879,858,0,3,18,831,48,2050,1171,90,567,88,11,11,32,32
2,ARAD,"CĂMINUL CULTURAL GURA VĂII",338,PLEŞCUŢA,11762,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:13:38",235,224,0,3,8,159,148,0,3,8,157,2,250,91,30,87,36,0,2,0,2
2,ARAD,"CĂMINUL CULTURAL HĂŞMAŞ",294,HĂŞMAŞ,11236,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:04:37",358,322,0,28,8,274,238,0,28,8,265,9,360,86,69,119,51,0,1,18,7
2,ARAD,"CĂMINUL CULTURAL HONŢIŞOR",279,GURAHONŢ,10943,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:10",262,251,0,1,10,203,192,0,1,10,195,8,291,88,20,111,49,0,7,3,5
2,ARAD,"CĂMINUL CULTURAL HUNEDOARA TIMIȘANĂ",368,ŞAGU,12144,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:02:58",179,160,0,9,10,102,83,0,9,10,100,2,180,78,16,54,12,3,1,7,7
2,ARAD,"CĂMINUL CULTURAL IACOBINI",220,BRAZII,10239,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:36",180,159,1,12,8,136,115,1,12,8,134,2,190,54,15,74,43,0,0,1,1
2,ARAD,"CĂMINUL CULTURAL IGNEŞTI",300,IGNEŞTI,11307,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:57",218,205,0,5,8,169,156,0,5,8,163,6,228,59,38,72,43,1,0,8,1
2,ARAD,"CĂMINUL CULTURAL ILTEU",330,PETRIŞ,11664,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:44",201,184,6,10,1,119,105,3,10,1,113,6,200,81,5,46,42,1,3,3,13
2,ARAD,"CĂMINUL CULTURAL IOSAŞ",280,GURAHONŢ,10943,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:15",176,163,0,4,9,131,118,0,4,9,127,4,200,69,10,42,61,0,6,3,5
2,ARAD,"CĂMINUL CULTURAL JOIA MARE",178,ALMAŞ,9743,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:43",149,140,0,6,3,100,91,0,6,3,97,3,150,50,14,41,28,0,0,2,12
2,ARAD,"CĂMINUL CULTURAL LAZ",253,DEZNA,10649,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:06:44",32,23,0,9,0,24,15,0,9,0,23,1,30,6,2,11,7,0,0,2,1
2,ARAD,"CĂMINUL CULTURAL LEASA",286,HĂLMAGIU,11058,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:09",202,154,1,28,19,168,120,1,28,19,167,1,170,2,13,139,13,0,0,2,0
2,ARAD,"CAMINUL CULTURAL LIVADA",308,LIVADA,9333,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:18",699,684,5,10,0,444,434,0,10,0,438,6,750,306,64,140,105,6,4,100,19
2,ARAD,"CĂMINUL CULTURAL LUPEȘTI",406,"VĂRĂDIA DE MUREŞ",12572,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:57",194,177,0,8,9,155,138,0,8,9,152,3,210,55,31,52,65,0,1,1,2
2,ARAD,"CĂMINUL CULTURAL MĂDRIGEŞTI",221,BRAZII,10239,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:04:02",224,195,0,11,18,177,148,0,11,18,169,8,230,53,25,21,115,0,3,2,3
2,ARAD,"CĂMINUL CULTURAL MÂNERĂU",215,BOCSIG,10195,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:27",269,263,0,3,3,181,175,0,3,3,169,6,350,175,27,98,31,2,2,1,8
2,ARAD,"CĂMINUL CULTURAL MÂSCA",385,ŞIRIA,12368,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:41",758,745,0,8,5,415,402,0,8,5,405,10,822,407,45,264,74,1,4,4,13
2,ARAD,"CĂMINUL CULTURAL MINIŞ",271,GHIOROC,10872,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:38",573,555,8,9,1,299,285,4,9,1,287,12,620,321,32,196,28,5,2,17,7
2,ARAD,"CĂMINUL CULTURAL MINIŞU DE SUS",391,TAUŢ,12457,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:25:23",50,41,0,9,0,33,24,0,9,0,33,0,50,17,10,13,9,0,0,1,0
2,ARAD,"CĂMINUL CULTURAL MIȘCA",314,MIŞCA,11423,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:37",1016,990,2,12,12,590,566,0,12,12,562,28,1090,500,60,149,266,47,5,14,21
2,ARAD,"CĂMINUL CULTURAL MORODA",355,SELEUŞ,11995,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:39",577,547,1,7,22,336,309,0,7,20,327,9,630,294,89,170,54,0,4,2,8
2,ARAD,"CĂMINUL CULTURAL MUNAR",349,SECUSIGIU,11940,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:40",432,420,1,7,4,300,289,0,7,4,287,13,460,160,18,77,156,8,4,12,12
2,ARAD,"CĂMINUL CULTURAL NĂDĂLBEȘTI",302,IGNEŞTI,11307,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:59:29",114,104,0,8,2,72,62,0,8,2,70,2,116,44,42,22,1,0,0,3,2
2,ARAD,"CĂMINUL CULTURAL NADĂŞ",392,TAUŢ,12457,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:12",576,527,0,14,35,506,457,0,14,35,440,17,630,173,183,156,86,1,1,4,9
2,ARAD,"CĂMINUL CULTURAL NEAGRA",254,DEZNA,10649,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:30:59",98,84,0,11,3,80,66,0,11,3,79,1,100,20,5,19,54,0,0,1,0
2,ARAD,"CĂMINUL CULTURAL NEUDORF",429,ZĂBRANI,12778,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:00:17",858,842,4,5,7,446,433,1,5,7,422,24,926,480,69,145,113,11,4,59,21
2,ARAD,"CĂMINUL CULTURAL NICOLAE BĂLCESCU",407,"VĂRĂDIA DE MUREŞ",12572,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:36",200,192,0,7,1,131,123,0,7,1,126,5,220,89,30,43,37,1,1,10,4
2,ARAD,"CĂMINUL CULTURAL OBÂRŞIA",331,PETRIŞ,11664,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:08:08",82,76,0,6,0,65,59,0,6,0,59,6,90,25,1,37,14,0,0,6,1
2,ARAD,"CĂMINUL CULTURAL OSTROV",212,BIRCHIŞ,10006,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:05:38",225,198,0,19,8,157,130,0,19,8,155,2,217,60,55,60,24,0,2,3,11
2,ARAD,"CĂMINUL CULTURAL PESCARI",281,GURAHONŢ,10943,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:48",234,216,0,12,6,160,142,0,12,6,155,5,250,90,6,95,45,2,5,1,1
2,ARAD,"CĂMINUL CULTURAL POIENARI",287,HĂLMAGIU,11058,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:05:41",130,121,0,4,5,111,102,0,4,5,107,4,140,29,19,62,20,0,2,2,2
2,ARAD,"CĂMINUL CULTURAL RĂDEŞTI",179,ALMAŞ,9743,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:27:17",344,317,0,10,17,255,228,0,10,17,239,16,370,115,33,105,83,1,4,8,5
2,ARAD,"CĂMINUL CULTURAL REVETIŞ",258,DIECI,10701,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:53:34",307,270,0,15,22,209,172,0,15,22,197,12,295,86,15,111,56,2,2,6,5
2,ARAD,"CĂMINUL CULTURAL ROŞIA",259,DIECI,10701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:15:45",53,35,0,18,0,41,23,0,18,0,39,2,45,4,2,25,6,0,0,1,5
2,ARAD,"CĂMINUL CULTURAL ROŞIA NOUĂ",332,PETRIŞ,11664,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:17:13",218,205,0,5,8,159,146,0,5,8,150,9,230,71,8,76,53,2,0,5,6
2,ARAD,"CĂMINUL CULTURAL SĂLĂJENI",175,"ORAŞ SEBIŞ",9690,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:36:45",138,125,0,11,2,80,67,0,11,2,79,1,136,56,8,32,32,1,2,2,2
2,ARAD,"CĂMINUL CULTURAL SÂNPAUL",388,ŞOFRONEA,9360,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:18",728,694,3,14,17,491,459,1,14,17,475,16,760,269,32,73,41,296,5,17,11
2,ARAD,"CĂMINUL CULTURAL SÂRBI",292,HĂLMĂGEL,11174,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:43:51",85,70,0,10,5,73,58,0,10,5,68,5,80,7,2,47,13,1,3,2,0
2,ARAD,"CĂMINUL CULTURAL SĂVÂRȘIN",340,SĂVÂRŞIN,11842,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:25:15",1274,1227,2,17,28,806,762,0,17,27,773,33,1377,571,202,346,165,7,5,23,25
2,ARAD,"CĂMINUL CULTURAL SECACI",207,BELIU,9930,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:04:33",128,119,0,4,5,90,82,0,4,4,84,6,130,40,12,37,27,0,0,8,0
2,ARAD,"CĂMINUL CULTURAL SECAŞ",222,BRAZII,10239,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:17",385,359,0,8,18,303,277,0,8,18,284,19,420,117,38,156,70,1,9,7,3
2,ARAD,"CĂMINUL CULTURAL SELIŞTE",333,PETRIŞ,11664,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:02:02",100,86,0,12,2,76,62,0,12,2,74,2,99,23,4,29,34,0,1,4,2
2,ARAD,"CĂMINUL CULTURAL SELIŞTEA",229,CĂRAND,10346,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:44",437,417,0,11,9,292,272,0,11,9,263,29,450,158,30,116,80,1,20,10,6
2,ARAD,"CĂMINUL CULTURAL ȘICULA",373,ŞICULA,12242,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:35",881,846,0,10,25,600,565,0,10,25,577,23,960,360,179,107,253,3,8,16,11
2,ARAD,"CĂMINUL CULTURAL ȘILINDIA",377,ŞILINDIA,12288,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:52",780,624,1,118,37,601,446,0,118,37,582,19,751,150,32,280,223,19,4,4,20
2,ARAD,"CĂMINUL CULTURAL ȘIRIA",381,ŞIRIA,12368,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:53:56",1370,1316,9,8,37,587,542,0,8,37,571,16,1490,903,79,374,55,4,6,23,30
2,ARAD,"CĂMINUL CULTURAL ȘIRIA",382,ŞIRIA,12368,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:00:01",1353,1340,1,0,12,473,461,0,0,12,444,29,1490,1017,40,310,36,3,10,19,26
2,ARAD,"CĂMINUL CULTURAL SLATINA DE CRIȘ",255,DEZNA,10649,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:17:28",112,88,1,18,5,89,66,0,18,5,87,1,100,12,5,23,55,0,0,0,4
