precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIUCU CIPRIAN-ALIANȚA ELECTORALĂ PSD PNL-voturi","IAGĂR MONICA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TULUGEA DANIL-PARTIDUL S.O.S. ROMÂNIA-voturi","BORDIANU CRISTINA-ANNE-MARIE-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","LICXANDRU VALENTIN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","GÂDIUŢĂ ALEXANDRU-VALERIU-DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI-voturi","OPREA CONSTANTIN-PARTIDUL ROMÂNIA MARE-voturi","ŞTEFAN MIHAELA-ANA-MARIA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PINTILEASA BOGDAN-GABRIEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FLOREA VALENTIN-voturi"
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”REGELE MIHAI I”",1199,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:26:05",1193,1181,0,12,0,544,532,0,12,0,535,8,1200,655,358,50,19,10,2,3,1,66,0,26
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”REGELE MIHAI I”",1201,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:27:43",943,936,1,6,0,427,421,0,6,0,418,9,1000,573,276,20,5,17,0,1,4,85,4,6
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1141,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:07:44",1810,1800,4,5,1,864,858,0,5,1,861,3,1900,1036,708,30,11,6,0,5,4,67,22,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1138,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:58:08",1705,1687,8,9,1,837,827,0,9,1,825,12,1700,863,615,37,14,4,5,4,2,79,53,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1137,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:07:36",1482,1470,3,9,0,650,641,0,9,0,639,11,1500,850,497,35,12,14,3,3,1,47,15,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1140,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:43:03",1361,1353,1,7,0,693,686,0,7,0,679,14,1400,707,530,23,13,11,2,3,6,62,21,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1139,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:49:38",1372,1364,6,2,0,598,596,0,2,0,590,8,1400,802,467,28,13,4,0,1,5,52,13,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1135,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:35:39",1440,1432,1,7,0,584,577,0,7,0,574,10,1500,916,443,33,18,10,2,1,4,43,13,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1142,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:43:52",1897,1884,8,5,0,1022,1017,0,5,0,995,22,1900,883,700,57,23,22,8,5,4,97,61,18
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1143,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:02:18",1760,1707,40,13,0,932,919,0,13,0,927,5,1700,768,777,11,6,16,4,9,1,82,6,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1136,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:15:28",1332,1324,1,7,0,631,624,0,7,0,625,6,1400,769,504,26,8,15,2,5,1,45,8,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1134,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 19:05:54",1924,1914,6,3,1,880,876,0,3,1,871,9,1900,1020,690,29,14,11,3,1,2,101,8,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SFÂNTA TREIME”",1181,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:54:21",1814,1801,7,6,0,746,740,0,6,0,725,19,1800,1053,506,60,23,17,3,2,2,84,18,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SFÂNTA TREIME”",1180,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:38:48",1591,1589,1,0,1,685,684,0,0,1,669,16,1600,913,445,57,18,22,4,2,8,79,11,23
49,"Sector 6","ȘCOALA GIMNAZIALĂ ”SFÂNTA TREIME”",1178,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:00:31",1927,1909,9,8,1,808,799,0,8,1,779,29,1900,1072,500,70,19,25,13,15,9,91,18,19
49,"Sector 6","ȘCOALA GIMNAZIALĂ ”SFÂNTA TREIME”",1179,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:32:29",1804,1787,8,9,0,787,777,1,9,0,772,15,1800,1013,531,57,28,25,4,6,4,90,14,13
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1154,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:40:18",1434,1426,0,8,0,677,669,0,8,0,658,19,1400,723,527,37,10,9,2,4,3,49,4,13
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1153,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:52:25",1195,1179,6,10,0,624,614,0,10,0,622,2,1200,174,509,30,5,4,2,2,4,51,8,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1151,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:58:44",1386,1381,0,5,0,616,611,0,5,0,607,9,1400,784,491,26,5,10,2,5,3,56,7,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1150,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:02:16",1163,1153,7,3,0,468,465,0,3,0,460,8,1200,732,349,34,7,5,4,2,2,39,8,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1155,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:15:35",1036,1024,3,9,0,413,404,0,9,0,400,13,1000,587,288,27,12,6,0,2,4,47,7,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1152,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:23:23",1318,1317,0,1,0,605,604,0,1,0,600,5,1300,695,487,28,8,6,2,7,0,51,7,4
49,"Sector 6","SCOALA GIMNAZIALA SFINTII CONSTANTIN SI ELENA",1156,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:22:39",1782,1754,15,12,1,737,723,1,12,1,729,7,1800,1064,531,25,15,18,5,13,4,100,11,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ SPECIALĂ ”CONSTANTIN PĂUNESCU”",1131,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:48:16",1470,1460,3,5,2,684,677,0,5,2,676,8,1500,816,521,48,11,11,4,3,5,57,6,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ SPECIALĂ ”CONSTANTIN PĂUNESCU”",1130,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:02:56",1621,1606,3,8,4,700,688,0,8,4,698,2,1600,900,542,32,21,13,3,3,5,57,11,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ SPECIALĂ PENTRU DEFICIENŢI DE AUZ ”SF. MARIA”",1133,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:16:45",1963,1940,6,17,0,952,935,0,17,0,944,8,1900,948,788,38,12,14,2,5,2,57,17,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ SPECIALĂ PENTRU DEFICIENŢI DE AUZ ”SF. MARIA”",1132,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:55:55",1415,1402,4,8,1,640,631,0,8,1,622,9,1400,769,509,25,9,7,2,3,3,51,3,10
49,"Sector 6","SCOALA NR. 161",1288,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:59:24",1314,1299,0,15,0,477,462,0,15,0,468,4,1300,828,271,57,33,13,1,4,9,41,24,15
49,"Sector 6","SERVICIUL STARE CIVILĂ SECTOR 6",1051,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:43:22",1189,1172,10,6,1,616,608,1,6,1,604,12,1200,584,424,38,12,15,4,3,3,84,5,16
49,"Sector 6","SERVICIUL STARE CIVILĂ SECTOR 6",1050,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 11:14:34",1534,1476,50,8,0,452,444,0,8,0,445,7,1400,948,256,43,12,21,2,1,7,79,9,15
