precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIUCU CIPRIAN-ALIANȚA ELECTORALĂ PSD PNL-voturi","IAGĂR MONICA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TULUGEA DANIL-PARTIDUL S.O.S. ROMÂNIA-voturi","BORDIANU CRISTINA-ANNE-MARIE-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","LICXANDRU VALENTIN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","GÂDIUŢĂ ALEXANDRU-VALERIU-DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI-voturi","OPREA CONSTANTIN-PARTIDUL ROMÂNIA MARE-voturi","ŞTEFAN MIHAELA-ANA-MARIA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PINTILEASA BOGDAN-GABRIEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FLOREA VALENTIN-voturi"
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1203,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:24:11",1727,1719,3,5,0,849,844,0,5,0,838,11,1700,851,632,45,7,24,6,1,3,92,12,16
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1205,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:47:03",1660,1656,0,4,0,797,793,0,4,0,778,15,1700,907,572,39,18,25,5,1,7,87,13,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1208,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:31:33",1831,1807,18,6,0,780,774,0,6,0,766,14,1800,1020,509,41,13,18,4,1,6,116,43,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.161",1287,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:18:41",1494,1194,292,8,0,1494,1194,292,8,0,285,10,1200,105,160,45,9,5,3,3,4,16,33,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.162",1282,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:23:37",1072,1065,2,5,0,468,463,0,5,0,457,11,1100,632,282,37,22,10,2,1,5,43,44,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.162",1283,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:54:54",1686,1677,0,9,0,665,656,0,9,0,655,10,1700,1035,435,46,26,13,1,4,7,59,48,16
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1265,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:13:17",1517,1510,7,0,0,658,657,1,0,0,646,12,1600,942,478,43,6,7,2,1,4,75,14,16
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1266,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:28:40",1439,1414,19,6,0,555,549,0,6,0,533,13,1400,845,352,38,21,18,3,1,5,66,12,17
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1268,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:06:42",1052,1042,2,8,0,430,422,0,8,0,421,9,1100,670,260,38,17,12,1,6,5,64,12,6
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1267,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:28:26",1153,1141,3,9,0,496,484,3,9,0,485,10,1200,306,333,16,8,12,0,5,7,76,13,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1269,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 15:02:36",1205,1199,6,0,0,501,501,0,0,0,487,14,1200,699,322,37,18,12,2,0,0,68,13,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1272,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:21:08",1186,1179,0,7,0,517,510,0,7,0,502,15,1200,683,296,55,18,17,5,1,6,54,31,19
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1270,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:11:47",1364,1354,0,10,0,575,565,0,10,0,566,9,1400,825,361,43,18,14,4,5,5,82,19,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1271,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 01:33:58",1140,1114,22,4,0,440,436,0,4,0,430,10,1100,660,267,52,14,13,2,2,7,64,7,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.164",1086,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:45:57",937,921,6,10,0,427,417,0,10,0,422,5,900,473,337,22,6,9,0,1,3,34,7,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.164",1087,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:16:53",1072,1062,4,6,0,482,476,0,6,0,473,9,1100,618,348,28,11,10,2,6,4,48,7,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.164",1088,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:14:13",916,898,6,12,0,418,406,0,12,0,411,7,900,482,304,19,4,7,1,1,3,65,2,5
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1274,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:48:53",1384,1371,4,9,0,530,521,0,9,0,501,16,1400,883,348,28,16,18,2,4,3,60,12,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1279,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:08:15",1002,994,0,8,0,429,421,0,8,0,418,11,1000,571,292,38,7,9,2,0,4,45,8,13
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1276,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:20:36",1021,1016,0,5,0,350,345,0,5,0,339,11,998,648,235,28,9,6,3,1,3,34,13,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1281,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:38:23",1278,1269,1,6,2,536,528,0,6,2,530,6,1300,764,377,32,17,12,4,4,5,62,6,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1277,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:04:59",1576,1565,3,8,0,677,669,0,8,0,669,7,1600,923,464,39,15,16,1,5,2,104,9,14
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1273,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 21:16:56",1263,1255,3,5,0,437,432,0,5,0,429,8,1300,863,296,38,8,10,1,3,2,51,9,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1275,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:07:53",1108,1094,6,8,0,516,508,0,8,0,512,4,1100,584,364,40,11,12,3,2,3,61,5,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1278,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:36:57",1455,1440,5,10,0,617,607,0,10,0,607,10,1400,783,422,32,22,14,4,3,7,85,7,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1280,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:43:29",1073,1066,1,6,0,479,473,0,6,0,470,9,1100,621,339,42,9,11,1,4,1,48,8,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1247,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:53:05",1727,1691,22,14,0,603,588,1,14,0,587,14,1700,1097,367,68,17,19,3,4,5,69,17,18
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1249,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:02:22",1709,1694,9,6,0,611,605,0,6,0,599,12,1700,1089,412,39,12,12,3,2,1,94,14,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1250,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:52:55",1231,1219,5,7,0,525,518,0,7,0,517,8,1300,775,360,37,3,9,3,2,4,72,15,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1248,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 11:18:23",1596,1581,7,8,0,568,560,0,8,0,559,9,1600,1032,385,50,14,7,7,5,3,66,12,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1251,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:12:55",1608,1590,7,11,0,579,568,0,11,0,564,15,1600,1021,350,46,14,12,9,3,6,73,30,21
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1104,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-12 00:42:21",1222,1207,7,8,0,598,590,0,8,0,588,10,1783,585,480,23,10,6,1,6,3,50,5,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1101,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:30:12",1124,1105,7,12,0,525,513,0,12,0,517,8,1100,575,395,19,10,5,2,2,2,63,9,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1102,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:45:50",1046,1037,1,8,0,490,482,0,8,0,485,5,1100,610,381,27,11,7,2,4,4,38,7,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1106,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:29:24",1170,1110,57,3,0,510,507,0,3,0,506,4,1100,590,391,22,10,8,1,0,1,62,7,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1105,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:13:23",1092,1083,4,4,1,509,503,1,4,1,507,2,1100,591,405,22,4,15,3,11,4,33,4,6
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1103,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:18:32",1319,1310,3,6,0,670,664,0,6,0,655,15,1300,630,523,29,7,3,2,5,3,61,8,14
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 SALA DE SPORT",1107,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:38:57",1278,1272,4,2,0,628,625,1,2,0,619,9,1300,672,477,29,9,5,5,10,3,65,4,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 SALA DE SPORT",1108,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:32:18",1235,1226,4,5,0,630,625,0,5,0,620,10,1300,670,462,38,7,8,3,22,5,55,9,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 SALA DE SPORT",1109,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:53:20",1195,1185,1,9,0,612,603,0,9,0,601,11,1199,587,472,23,3,10,2,6,5,56,9,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.193",1081,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:54:48",1125,1110,2,13,0,541,528,0,13,0,531,10,1100,559,385,39,2,19,4,3,3,60,6,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.193",1078,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:48:01",1001,985,10,6,0,483,477,0,6,0,474,9,1000,517,340,26,9,7,3,3,5,77,1,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.193",1080,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:38:13",883,872,3,8,0,397,389,0,8,0,378,11,900,503,273,29,3,12,1,0,2,49,5,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.193",1079,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 22:39:03",1046,1032,3,11,0,507,496,0,11,0,500,7,1000,493,364,38,10,13,2,2,3,60,6,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.197",1073,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:30:52",1287,1274,0,12,1,689,676,0,12,1,676,13,1300,611,524,36,10,14,5,3,5,68,6,5
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.197",1076,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 18:24:09",882,873,1,8,0,408,399,1,8,0,401,7,900,492,290,21,1,15,0,4,4,53,7,6
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.197",1070,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:14:09",1476,1456,13,7,0,749,742,0,7,0,744,5,1597,848,572,21,9,9,8,4,5,91,19,6
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.197",1072,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:52:15",943,931,0,12,0,440,428,0,12,0,426,14,1000,560,311,25,3,10,5,2,0,53,5,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.197",1071,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:24:40",1017,995,1,21,0,483,461,1,21,0,480,3,1200,717,377,25,8,9,2,2,1,46,7,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.197",1074,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 23:50:46",1095,1065,18,12,0,497,484,1,12,0,490,7,1105,608,356,20,11,14,2,8,1,63,6,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.197",1075,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:29:39",1022,1013,0,9,0,502,493,0,9,0,486,16,1000,498,339,22,9,20,6,3,3,64,12,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.198",1186,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:46:07",1682,1659,18,5,0,695,690,0,5,0,682,12,1700,1005,487,36,20,14,4,2,4,86,7,22
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.198",1188,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 11:34:17",1409,1388,10,11,0,659,648,0,11,0,644,15,1400,739,438,52,9,6,6,3,9,87,15,19
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.198",1189,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:18:18",1653,1645,4,4,0,722,718,0,4,0,705,17,1700,978,530,38,20,12,0,3,4,68,17,13
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.198",1190,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:15:10",1691,1680,5,6,0,765,759,0,6,0,751,13,1700,936,511,50,29,29,3,0,7,106,8,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.198",1187,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:45:43",1332,1327,3,2,0,572,570,0,2,0,561,11,1400,828,397,33,10,14,3,6,6,68,13,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.198",1185,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:51:26",1692,1686,0,6,0,690,684,0,6,0,684,6,1700,1010,470,51,18,17,3,1,4,88,13,19
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.206",1147,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:15:20",1190,1180,3,7,0,599,592,0,7,0,591,8,1200,601,471,25,15,10,1,5,7,42,9,6
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.206",1148,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:13:41",1426,1418,5,3,0,637,634,0,3,0,628,9,1400,763,484,30,11,12,1,1,3,60,16,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.206",1145,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:55:58",1342,1333,3,6,0,609,603,0,6,0,599,10,1400,791,464,32,12,15,3,7,5,53,4,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.206",1149,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:23:02",1399,1390,3,5,1,607,601,0,5,1,596,11,1400,793,462,17,10,13,3,6,4,61,9,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.206",1144,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:40:18",1247,1237,1,7,2,579,570,0,7,2,566,7,1300,727,431,35,11,9,3,6,0,54,9,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.206",1146,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:39:35",1334,1323,3,8,0,566,558,0,8,0,546,18,1400,836,425,25,9,15,2,2,3,46,10,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.279",1129,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:14:27",1902,1871,24,7,0,834,827,0,7,0,826,8,1900,1066,629,54,4,20,1,6,4,84,12,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.279",1127,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:48:17",2016,2005,1,10,0,934,924,0,10,0,926,8,2000,1066,733,39,22,18,3,5,4,79,8,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.279",1123,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:19:29",1814,1798,6,10,0,812,802,0,10,0,799,13,1800,988,635,37,14,16,3,4,4,78,5,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.279",1128,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:20:03",1920,1891,7,22,0,854,832,0,22,0,846,5,1900,1046,655,43,11,25,3,3,1,76,16,13
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.279",1125,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:08:35",1927,1902,20,5,0,884,879,0,5,0,871,13,1900,1016,670,42,5,21,1,3,6,87,20,16
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.279",1126,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:17:04",1896,1878,11,6,1,819,812,1,5,1,780,32,1900,1088,608,39,15,16,3,4,8,63,13,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.279",1124,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:56:49",1757,1749,3,5,0,746,741,0,5,0,734,12,1797,1051,584,42,19,7,2,6,2,50,11,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.309",1157,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:07:27",1432,1428,0,4,0,592,588,0,4,0,587,5,1400,808,438,23,14,17,1,1,3,63,14,13
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.309",1159,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:11:17",1377,1369,1,7,0,527,520,0,7,0,513,14,1400,873,376,26,15,13,1,5,4,54,13,6
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.309",1162,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 12:15:12",1813,1787,16,10,0,782,771,1,10,0,760,22,1800,1018,567,42,15,25,4,2,5,81,10,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.309",1160,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:02:37",1507,1495,3,9,0,514,505,0,9,0,503,11,1502,988,376,27,13,10,2,1,5,51,6,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.309",1158,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:08:01",1399,1392,1,6,0,542,536,0,6,0,536,6,1400,858,391,34,14,8,3,5,3,58,10,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.309",1161,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:03:39",1278,1265,1,11,1,532,520,0,11,1,524,8,1300,768,379,33,3,18,4,3,7,63,5,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.311",1055,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:49:34",1395,1389,3,3,0,668,665,0,3,0,654,14,1400,732,497,28,9,16,3,4,4,69,12,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.311",1052,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:21:35",1434,1429,1,4,0,647,643,0,4,0,629,10,1400,753,451,45,17,12,5,2,4,68,14,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.311",1057,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:00:12",1115,1105,0,9,1,564,554,0,9,1,554,9,1100,444,418,29,7,6,2,3,3,64,15,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.311",1056,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:56:36",1244,1239,0,5,0,579,574,0,5,0,570,9,1200,621,383,49,20,12,1,5,9,59,20,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.311",1054,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:00:08",1392,1381,2,9,0,690,681,0,9,0,681,9,1400,710,512,31,14,10,2,5,4,80,9,14
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.311",1053,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:11:31",1303,1301,1,1,0,527,526,0,1,0,519,8,1300,773,389,34,8,11,2,1,4,58,7,5
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1063,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:14:56",1176,1164,3,8,1,568,559,0,8,1,561,7,1200,632,417,41,16,12,1,3,5,58,5,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1060,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:26:41",1134,1120,10,4,0,517,512,1,4,0,505,12,1100,583,346,31,9,8,2,7,3,66,19,14
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1058,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:39:38",881,873,2,6,0,408,402,0,6,0,399,9,900,492,290,30,6,12,2,3,0,38,10,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1061,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:19:52",1353,1348,2,2,1,633,630,0,2,1,625,8,1400,767,462,46,9,15,5,4,6,62,8,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1062,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:02:04",1297,1267,20,9,1,648,638,0,9,1,636,12,1300,652,481,50,5,6,2,5,5,68,8,6
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1059,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:21:25",1125,1115,5,5,0,563,558,0,5,0,543,1,1100,556,422,29,5,8,0,1,4,63,4,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”REGELE MIHAI I”",1200,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:44:29",713,704,1,8,0,340,332,0,8,0,336,4,700,360,243,24,9,4,0,0,1,37,13,5
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”REGELE MIHAI I”",1198,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 18:30:17",1357,1349,3,5,0,600,595,0,5,0,589,11,1400,800,436,37,11,16,1,4,1,67,2,14
