precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
20,GORJ,"CĂMIN CULTURAL CĂLUGĂRENI",258,PADEŞ,81095,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:39:14",890,869,0,8,13,618,597,0,8,13,576,28,1000,396,212,264,60,14,9,17
20,GORJ,"ȘCOALA GENERALĂ CERNA SAT",260,PADEŞ,81095,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:49:20",52,45,0,7,0,44,37,0,7,0,41,3,100,56,10,17,6,4,3,1
20,GORJ,"ȘCOALA GIMNAZIALĂ MOTRU-SEC",261,PADEŞ,81095,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:13:32",1652,1629,1,7,15,1145,1123,0,7,15,1085,22,1759,572,328,546,144,28,32,7
20,GORJ,"ȘCOALA GIMNAZIALĂ PADEȘ",259,PADEŞ,81095,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:31:23",1329,1289,1,27,12,915,876,0,27,12,841,40,1400,504,283,453,70,12,9,14
