precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
2,ARAD,"CĂMINUL CULTURAL MIȘCA",314,MIŞCA,11423,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:10:36",1016,990,2,12,12,590,566,0,12,12,555,35,1090,500,243,58,187,67
2,ARAD,"CLĂDIREA PRIMĂRIEI DIN SATUL SATU NOU",315,MIŞCA,11423,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:17",716,686,3,4,23,469,441,1,4,23,452,17,760,291,18,396,27,11
2,ARAD,"CLĂDIREA PRIMĂRIEI DIN SATUL VÂNĂTORI",316,MIŞCA,11423,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:15:01",1054,1030,2,12,10,674,652,0,12,10,624,50,1130,456,23,488,85,28
2,ARAD,"ŞCOALA PRIMARĂ DIN SATUL ZERINDU MIC",317,MIŞCA,11423,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:37:10",162,151,0,9,2,118,107,0,9,2,116,2,161,43,14,88,12,2
