precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOILĂ OVIDIU-IULIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","LUPU IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","LĂPĂDAT IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NONU IONEL-GABRIEL-PARTIDUL OAMENILOR LIBERI-voturi"
34,SIBIU,"CĂMIN CULTURAL VALEA LUNGĂ",272,DÂRLOS,144553,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:10",213,209,0,3,1,118,114,0,3,1,116,2,230,112,9,75,4,28
34,SIBIU,"CĂMINUL CULTURAL DÂRLOS",269,DÂRLOS,144553,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:53:46",882,876,1,4,1,391,386,0,4,1,381,10,962,571,44,191,40,106
34,SIBIU,"ŞCOALA GIMNAZIALĂ CURCIU",271,DÂRLOS,144553,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:37:21",790,766,0,22,2,402,378,0,22,2,391,11,850,448,10,306,12,63
34,SIBIU,"ŞCOALA GIMNAZIALĂ ”IOAN MORARU” DÎRLOS",270,DÂRLOS,144553,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:21:30",1069,1053,1,15,0,492,477,0,15,0,480,11,1160,669,76,246,100,58
