precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
29,NEAMŢ,"SCOALA GIMNAZIALA GADINTI (CORP 1)",278,GÂDINŢI,125150,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:50:29",977,972,0,0,5,450,445,0,0,5,436,14,1100,650,54,214,168
29,NEAMŢ,"SCOALA GIMNAZIALA GADINTI (CORP 2)",279,GÂDINŢI,125150,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:17:09",1066,1057,0,4,5,561,552,0,4,5,539,22,1200,639,56,230,253
