precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞTIRBU SIMION-LORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COVACI FLORIN-RĂDUCU-PARTIDUL NAȚIONAL LIBERAL-voturi","RĂDULESCU MILICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","VASILE IONUŢ-UNIUNEA SALVAȚI ROMÂNIA-voturi","BÎGU CRISTIAN-GABRIEL-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","FLOREA NICOLAE-FORȚA DREPTEI-voturi"
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",251,MOGOŞOAIA,179463,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:18:31",1523,1492,3,28,0,804,776,0,28,0,792,12,1600,796,35,494,81,138,20,24
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",250,MOGOŞOAIA,179463,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:08:50",1361,1319,7,35,0,818,782,1,35,0,806,12,1500,682,21,505,53,198,10,19
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -",252,MOGOŞOAIA,179463,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:48:06",1399,1375,2,22,0,845,822,1,22,0,827,18,1500,655,31,600,63,108,15,10
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -CORP B",253,MOGOŞOAIA,179463,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:38:18",1702,1677,0,25,0,1031,1006,0,25,0,989,42,1800,769,22,867,31,62,1,6
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -CORP B",254,MOGOŞOAIA,179463,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:15:54",1781,1733,0,48,0,1000,952,0,48,0,986,14,1928,928,38,373,76,427,55,17
