precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STARPARIU SILVIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VINGHIEAC ROMICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","TUDOSĂ RĂZVAN-PARTIDUL NAȚIONAL LIBERAL-voturi","DÎRLĂU DUMITRU-CĂTĂLIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
4,BACĂU,"ŞCOALA ION CREANGĂ ZEMEŞ",640,ZEMEŞ,26289,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:10:01",878,870,1,6,1,490,483,0,6,1,477,13,1000,510,22,163,264,28
4,BACĂU,"ŞCOALA MIHAI EMINESCU ZEMEŞ",637,ZEMEŞ,26289,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:41:32",1102,1097,0,4,1,528,523,0,4,1,494,34,1200,672,25,140,300,29
4,BACĂU,"ŞCOALA ŞTEFAN CEL MARE ZEMEŞ",639,ZEMEŞ,26289,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:47:39",657,655,0,2,0,343,341,0,2,0,327,16,700,357,23,88,206,10
4,BACĂU,"ŞCOALA ŞTEFAN CEL MARE ZEMEŞ",638,ZEMEŞ,26289,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:31",1102,1098,0,1,3,602,598,0,1,3,580,22,1200,598,33,163,372,12
