precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GROSU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","MĂRCULEŢ VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","RUSU NICOLETA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
29,NEAMŢ,"CASA DE PRĂZNUIRE A PAROHIEI ZVORĂNEŞTI",456,TIMIŞEŞTI,124661,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:31:52",130,129,0,1,0,76,75,0,1,0,76,0,200,124,7,63,6
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ",452,TIMIŞEŞTI,124661,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:25:27",1017,1015,0,1,1,513,511,0,1,1,495,18,1104,591,77,378,40
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ",453,TIMIŞEŞTI,124661,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:19",1029,1021,2,5,1,510,504,0,5,1,488,22,1100,590,123,342,23
29,NEAMŢ,"ŞCOALA PRIMARĂ",454,TIMIŞEŞTI,124661,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:34",666,661,1,4,0,294,290,0,4,0,283,11,700,406,49,215,19
29,NEAMŢ,"ŞCOALA PRIMARĂ",455,TIMIŞEŞTI,124661,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:15",450,450,0,0,0,241,241,0,0,0,227,14,500,259,38,171,18
