precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂBĂU VALERIU-PARTIDUL NAȚIONAL LIBERAL-voturi","BĂLUCONI-SCOROBETE DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DILERTEA FLAVIU-PARTIDUL SOCIAL DEMOCRAT-voturi","ITUL FLAVIUS-ANTONIU-FORȚA DREPTEI-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL OSTROV",438,"RÂU DE MORI",90878,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:40",361,357,1,1,2,268,264,1,1,2,262,6,400,132,22,1,229,10
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA DÎLJII",441,"RÂU DE MORI",90878,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:31:55",186,177,0,5,4,154,145,0,5,4,151,3,200,46,14,3,133,1
22,HUNEDOARA,"ŞCOALA GENERALĂ RÎU DE MORI",436,"RÂU DE MORI",90878,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:38:40",852,825,1,10,16,625,599,0,10,16,557,32,904,315,57,13,471,16
22,HUNEDOARA,"ȘCOALA PRIMARĂ CLOPOTIVA",437,"RÂU DE MORI",90878,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:42",690,671,3,7,9,502,486,0,7,9,486,15,750,248,88,6,364,28
22,HUNEDOARA,"ȘCOALA PRIMARĂ SIBIȘEL",439,"RÂU DE MORI",90878,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:29",324,313,0,5,6,243,232,0,5,6,237,6,350,107,24,5,194,14
22,HUNEDOARA,"ȘCOALA PRIMARĂ UNCIUC",440,"RÂU DE MORI",90878,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:09:09",177,167,0,4,6,142,132,0,4,6,136,6,200,58,11,4,121,0
