precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
40,VÂLCEA,"CASA DE CULTURĂ SLĂTIOARA",369,SLĂTIOARA,173061,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:21:51",566,551,0,10,5,561,546,0,10,5,539,22,900,339,257,69,153,60
40,VÂLCEA,"GRĂDINIŢA CUMPENE",370,SLĂTIOARA,173061,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:12",403,395,1,7,0,240,233,0,7,0,230,10,500,260,106,27,79,18
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII MILOSTEA",372,SLĂTIOARA,173061,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:14",643,627,0,15,1,389,373,0,15,1,375,14,640,251,207,15,130,23
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII RUGETU",373,SLĂTIOARA,173061,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:12:06",522,515,0,3,4,341,334,0,3,4,330,11,540,199,233,17,69,11
40,VÂLCEA,"ŞCOALA GENERALĂ GORUNEȘTI",371,SLĂTIOARA,173061,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:29",356,350,1,4,1,225,219,1,4,1,213,12,400,175,97,23,63,30
