precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNGUREANU MĂDĂLIN-ION-PARTIDUL SOCIAL DEMOCRAT-voturi","DODENCI AURICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","HORCEA DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","CIORTAN CONSTANTIN-FORȚA DREPTEI-voturi","TOADER IONUŢ-IRINEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","POPESCU ANDREI-MARIUS-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PAPUC NICUŞOR-FLORIN-voturi"
20,GORJ,"CĂMIN CULTURAL BĂLEŞTI",139,BĂLEŞTI,77910,3,PART,PRCNCT,P,P_SV,"2024-06-14 20:58:20",1736,1698,0,20,18,1176,1138,0,20,18,1081,95,1900,724,821,20,101,1,3,81,54
20,GORJ,"CĂMIN CULTURAL RASOVA",142,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:25:31",447,425,0,16,6,312,290,0,16,6,304,8,477,165,234,7,23,0,2,19,19
20,GORJ,"CĂMIN CULTURAL STOLOJANI",143,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:44",558,533,0,19,6,346,321,0,19,6,343,3,600,254,251,18,42,3,0,14,15
20,GORJ,"ŞCOALA GIMNAZIALĂ ”ANTONIE MOGOŞ”",140,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:54:23",1920,1891,1,18,10,1123,1095,0,18,10,1111,12,2100,977,747,23,105,5,2,134,95
20,GORJ,"ŞCOALA GIMNAZIALĂ CORNEŞTI",141,BĂLEŞTI,77910,4,PART,PRCNCT,P,P_SV,"2024-06-14 21:48:49",802,776,6,18,2,488,468,0,18,2,479,9,900,412,304,69,63,6,2,19,16
20,GORJ,"ŞCOALA PRIMARĂ TĂLPĂŞEŞTI",144,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:55",511,500,0,11,0,314,303,0,11,0,301,13,500,186,209,14,42,2,2,14,18
20,GORJ,"ŞCOALA PRIMARĂ TĂMĂŞEŞTI",145,BĂLEŞTI,77910,4,PART,PRCNCT,P,P_SV,"2024-06-14 21:36:32",567,546,0,15,6,385,364,0,15,6,372,13,600,215,218,15,41,3,9,64,22
