precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHIRICA MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","BALANIŞCU BOGDAN-RADU-PARTIDUL SOCIAL DEMOCRAT-voturi","CIUHODARU TUDOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PINTILEI MIHAIL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","BODEA MARIUS-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BLĂJUŢ VIOREL-IONEL-PARTIDUL SOCIETĂȚII IEȘENE-voturi","CHICHIRĂU COSETTE-PAULA-PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi","ABALAŞEI CĂTĂLIN-PETRONEL-PARTIDUL PRO ROMÂNIA-voturi","BUDUROI IOAN-SEBASTIAN-PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",98,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:10:59",995,991,0,4,0,388,384,0,4,0,375,13,1100,712,138,45,41,0,83,5,53,5,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",101,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:19:24",1042,1037,0,5,0,408,403,0,5,0,396,12,1200,792,118,70,38,1,101,5,57,4,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",104,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:00:25",1064,1057,0,6,1,438,431,0,6,1,434,4,1200,762,162,58,42,3,90,11,56,8,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",102,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:51",1055,1047,0,8,0,425,417,0,8,0,418,7,1200,775,162,69,34,1,89,9,46,4,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",106,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:02:10",953,948,0,5,0,389,384,0,5,0,379,10,1000,611,134,53,33,2,95,16,37,5,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",100,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:59",937,931,2,4,0,321,317,0,4,0,314,7,1000,679,86,50,19,4,88,4,56,3,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",99,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:55:45",1064,1062,2,0,0,492,492,0,0,0,479,13,1200,708,180,47,32,4,129,19,54,1,13
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",160,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:38:15",1632,1628,0,4,0,461,457,0,4,0,457,4,1800,1339,150,50,44,2,123,7,70,4,7
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",157,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:47:14",1513,1506,0,7,0,17,10,0,7,0,16,1,1700,1683,6,2,1,0,4,1,1,1,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",158,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:25:12",1513,1510,1,2,0,301,299,0,2,0,296,5,1700,1399,73,36,20,4,96,6,54,4,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",155,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 17:52:18",1562,1547,3,12,0,604,592,0,12,0,563,41,1700,1096,156,94,38,5,154,18,91,5,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",161,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:49:50",1637,1632,0,5,0,417,412,0,5,0,408,9,1800,1383,146,37,33,4,113,12,59,1,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",156,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:20:24",1537,1534,1,2,0,480,477,1,2,0,470,10,1700,1220,158,63,29,4,133,10,65,6,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",159,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:30:46",1640,1632,0,8,0,291,283,0,8,0,287,4,1800,1509,75,22,19,3,97,2,68,0,1
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",12,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:04:54",1250,1225,14,11,0,560,549,0,11,0,552,8,1400,840,175,83,46,4,145,7,81,9,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",11,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:00",1624,1609,5,10,0,742,732,0,10,0,721,21,1800,1058,177,64,64,5,215,20,161,6,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",14,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:56",1230,1215,2,13,0,567,553,1,13,0,554,13,1400,833,200,80,38,2,135,7,83,5,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",13,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:51",1177,1169,1,7,0,523,516,0,7,0,513,10,1300,777,170,70,66,5,118,7,73,4,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",151,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:57:41",1384,1378,0,6,0,530,524,0,6,0,512,12,1500,976,185,50,58,7,117,12,72,6,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",154,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:22:13",1629,1624,0,5,0,82,77,0,5,0,82,0,1800,1718,25,8,10,1,16,6,15,0,1
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",153,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:18:39",1454,1448,1,5,0,487,482,0,5,0,479,8,1600,1113,157,44,47,7,140,8,64,6,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",152,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:40",1354,1346,1,6,1,493,486,0,6,1,473,20,1500,1007,169,55,43,6,118,10,69,2,1
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",150,"MUNICIPIUL IAŞI",95060,3,PART,PRCNCT,P,P_SV,"2024-06-10 14:11:26",1498,1491,1,6,0,564,557,1,6,0,553,11,1700,1136,200,68,48,1,140,19,70,3,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION GHICA”",167,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:23",527,519,5,3,0,214,211,0,3,0,211,3,600,386,79,19,14,1,58,3,32,2,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION GHICA”",166,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:24",1310,1299,1,10,0,506,496,0,10,0,496,10,1500,994,195,73,49,3,101,13,56,3,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION GHICA”",168,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:03",612,602,0,9,1,245,235,0,9,1,241,4,700,455,83,24,27,1,53,7,38,4,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION NECULCE”",248,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:01:54",889,883,0,6,0,322,316,0,6,0,310,12,1000,678,123,35,40,6,60,8,31,7,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION NECULCE”",247,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:05:35",1078,1069,2,5,2,482,480,0,0,2,466,16,1200,718,148,62,48,3,114,15,64,6,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION NECULCE”",246,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:38:09",946,937,2,7,0,391,384,0,7,0,378,13,1000,609,121,42,27,1,123,10,49,2,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION NECULCE”",245,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:30:36",1140,1136,0,4,0,364,360,0,4,0,358,6,1200,836,129,43,40,1,75,10,50,5,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION SIMIONESCU”",56,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:21",1474,1466,0,8,0,622,614,0,8,0,596,26,1600,978,184,74,73,4,151,17,78,5,10
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION SIMIONESCU”",59,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:59",1524,1517,0,6,1,656,649,0,6,1,647,9,1700,1044,243,63,62,5,166,16,85,1,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION SIMIONESCU”",61,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:32",1543,1530,7,6,0,588,582,0,6,0,577,11,1700,1112,180,35,34,3,195,13,103,8,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION SIMIONESCU”",58,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:09:08",1481,1471,2,8,0,614,606,0,8,0,596,18,1600,986,208,90,60,7,139,20,63,7,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION SIMIONESCU”",57,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:17:07",1402,1386,2,11,3,579,565,0,11,3,571,8,1500,921,207,74,43,4,141,18,80,2,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION SIMIONESCU”",60,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:13:36",1593,1584,0,8,1,639,630,0,8,1,634,5,1700,1061,197,46,67,2,180,10,121,4,7
24,IAŞI,"ŞCOALA GIMNAZIALĂ”MIHAI CODREANU”",42,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:22:55",491,398,32,6,55,230,169,0,6,55,199,31,400,170,74,32,20,0,44,3,25,1,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ”MIHAI CODREANU”",43,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:39:27",501,462,0,6,33,244,205,0,6,33,238,3,500,256,82,26,20,3,72,6,24,2,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",187,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:40:39",1699,1694,0,5,0,223,218,0,5,0,219,4,1900,1677,50,21,14,2,75,7,40,2,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",189,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:46",1757,1752,0,5,0,417,412,0,5,0,412,4,1900,1483,120,42,37,2,117,5,79,4,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",191,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:42",1799,1792,0,7,0,349,342,0,7,0,343,6,2000,1651,134,31,23,0,93,5,50,4,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",192,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:21:17",1564,1555,3,6,0,560,554,0,6,0,557,3,1700,1140,163,62,28,2,159,18,120,4,1
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",186,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:57:57",1685,1679,1,5,0,320,314,1,5,0,314,6,1900,1580,97,40,31,1,83,5,49,2,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",194,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:47",1677,1668,0,9,0,242,233,0,9,0,240,2,1900,1658,79,33,25,2,63,1,34,1,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",190,"MUNICIPIUL IAŞI",95060,3,PART,PRCNCT,P,P_SV,"2024-06-10 13:25:36",1726,1725,1,0,0,326,326,0,0,0,315,11,1900,1574,101,37,28,0,83,5,56,5,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",193,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:24:44",1717,1704,0,6,7,365,352,0,6,7,357,8,1900,1535,129,40,28,3,99,9,44,2,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",188,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:05",1712,1704,1,6,1,422,414,1,6,1,416,6,1900,1478,105,55,54,0,108,14,70,6,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”OTILIA CAZIMIR”",223,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:37:39",1060,1051,0,9,0,408,399,0,9,0,397,11,1200,792,147,40,29,2,104,16,50,7,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”OTILIA CAZIMIR”",225,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:32:09",1047,1037,2,8,0,388,380,0,8,0,373,15,1200,812,112,50,45,1,97,8,55,1,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”OTILIA CAZIMIR”",226,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:59:15",1203,1192,1,10,0,479,469,0,10,0,463,16,1300,821,150,64,32,2,110,17,85,3,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”OTILIA CAZIMIR”",224,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:43:18",1100,1090,0,10,0,493,483,0,10,0,476,7,1200,715,137,53,39,3,133,11,96,3,1
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”PETRU PONI”",16,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:25",1226,1210,0,16,0,519,503,0,16,0,510,9,1300,781,156,62,49,5,127,13,87,7,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”PETRU PONI”",15,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:36:59",1232,1225,0,7,0,593,586,0,7,0,579,14,1300,707,201,64,42,4,152,7,100,6,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”PETRU PONI”",17,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:27",1160,1145,7,8,0,521,513,0,8,0,511,10,1300,779,187,61,45,3,133,10,64,3,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”PETRU PONI”",18,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:05",1127,1114,9,4,0,480,476,0,4,0,467,13,1200,720,143,70,37,2,119,11,78,4,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN BÂRSĂNESCU”",23,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:01:05",995,992,0,3,0,158,155,0,3,0,158,0,1100,942,56,17,19,2,40,7,16,1,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN BÂRSĂNESCU”",19,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:14",1169,1147,9,13,0,584,571,0,13,0,576,8,1300,716,185,78,47,7,151,9,93,3,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN BÂRSĂNESCU”",20,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:34:10",1351,1342,5,4,0,463,459,0,4,0,451,12,1500,1037,152,62,35,2,120,6,65,2,7
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN BÂRSĂNESCU”",21,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:30",745,734,4,6,1,304,297,0,6,1,296,8,800,496,110,43,26,5,69,5,30,5,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN BÂRSĂNESCU”",22,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:09:02",871,861,0,10,0,392,382,0,10,0,384,8,900,508,124,64,24,2,89,8,61,7,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”TITU MAIORESCU”",241,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:36:53",744,733,0,11,0,294,283,0,11,0,285,5,800,510,99,32,28,1,69,5,44,3,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”TITU MAIORESCU”",243,"MUNICIPIUL IAŞI",95060,3,PART,PRCNCT,P,P_SV,"2024-06-10 14:50:15",1049,1044,0,5,0,330,325,0,5,0,321,9,1200,870,95,46,25,0,100,10,36,2,7
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”TITU MAIORESCU”",242,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:48:19",703,695,1,7,0,272,265,0,7,0,267,5,800,528,89,31,22,2,76,7,39,0,1
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VASILE CONTA”",255,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:26",1388,1380,1,7,0,594,587,0,7,0,583,11,1500,906,215,71,48,3,142,13,78,6,7
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VASILE CONTA”",254,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:53:48",1253,1247,0,6,0,469,463,0,6,0,454,15,1398,929,151,60,35,2,97,19,81,5,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VASILE CONTA”",253,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:11:29",1288,1280,2,6,0,544,538,0,6,0,528,16,1400,856,151,60,47,3,132,20,102,7,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VASILE CONTA”",252,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:44",1271,1267,0,4,0,508,504,0,4,0,494,14,1400,892,163,79,41,3,108,9,80,4,7
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VERONICA MICLE”",199,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 16:17:54",1769,1739,14,16,0,808,792,0,16,0,792,16,1900,1092,178,62,62,7,229,18,219,7,10
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VERONICA MICLE”",198,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:04:10",1672,1605,5,28,34,878,816,0,28,34,861,17,1700,822,185,90,46,5,258,11,257,4,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VERONICA MICLE”",196,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:30:07",1673,1660,6,7,0,757,750,0,7,0,750,7,1800,1043,200,75,72,4,209,14,170,6,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VERONICA MICLE”",197,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:09:52",1676,1666,2,7,1,855,847,0,7,1,843,12,1800,945,187,96,78,2,237,19,208,6,10
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VERONICA MICLE”",195,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:57:31",1654,1642,7,2,3,816,811,0,2,3,792,15,1800,990,223,73,62,9,224,24,168,3,6
24,IAŞI,"ŞCOALA PRIMARA ”COSTACHE CONACHI”",142,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:53:30",1324,1314,1,8,1,445,436,0,8,1,430,15,1400,955,153,54,42,3,108,6,54,3,7
24,IAŞI,"ŞCOALA PRIMARA ”COSTACHE CONACHI”",141,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:56:30",1602,1585,7,10,0,588,578,0,10,0,578,10,1800,1212,180,82,48,3,157,11,87,5,5
24,IAŞI,"ŞCOALA PRIMARA ”COSTACHE CONACHI”",140,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:09:26",1775,1760,8,7,0,717,710,0,7,0,703,14,1900,1183,209,79,65,6,204,18,106,10,6
24,IAŞI,"ŞCOALA PRIMARA ”COSTACHE CONACHI”",143,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:48:39",1255,1247,5,3,0,367,364,0,3,0,354,13,1400,1033,110,55,29,4,101,6,42,5,2
24,IAŞI,"ŞCOALA PRIMARA ”COSTACHE CONACHI”",139,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:14",1134,1129,1,4,0,470,466,0,4,0,458,12,1300,830,145,55,29,5,134,10,73,4,3
24,IAŞI,"ŞCOALA PRIMARĂ ”COSTACHE NEGRI”",126,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:07",1777,1719,48,7,3,672,662,0,7,3,651,21,1900,1228,201,88,54,5,173,13,99,7,11
24,IAŞI,"ŞCOALA PRIMARĂ ”COSTACHE NEGRI”",127,"MUNICIPIUL IAŞI",95060,4,PART,PRCNCT,P,P_SV,"2024-06-10 10:18:56",1751,1727,16,8,0,306,298,0,8,0,296,10,1900,1594,109,39,21,2,61,5,48,3,8
24,IAŞI,"ŞCOALA PRIMARĂ ”GHEORGHE ASACHI”",30,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:28:35",924,917,0,7,0,306,306,0,0,0,302,4,1000,694,108,38,20,2,73,6,51,2,2
24,IAŞI,"ŞCOALA PRIMARA ”GHEORGHE GHIBANESCU”",217,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:21:58",1114,1108,1,5,0,428,423,0,5,0,418,9,1200,773,131,43,35,3,104,12,78,9,3
24,IAŞI,"ŞCOALA PRIMARA ”GHEORGHE GHIBANESCU”",220,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:28:21",1148,1145,0,3,0,452,449,0,3,0,429,23,1300,848,143,75,30,3,100,13,61,1,3
24,IAŞI,"ŞCOALA PRIMARA ”GHEORGHE GHIBANESCU”",218,"MUNICIPIUL IAŞI",95060,4,PART,PRCNCT,P,P_SV,"2024-06-10 09:07:27",1070,1061,4,5,0,468,463,0,5,0,459,9,1200,732,135,46,30,6,133,10,88,6,5
24,IAŞI,"ŞCOALA PRIMARA ”GHEORGHE GHIBANESCU”",216,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:03:43",1070,1062,1,7,0,417,410,0,7,0,408,9,1200,783,121,45,38,3,108,9,69,2,13
24,IAŞI,"ŞCOALA PRIMARA ”GHEORGHE GHIBANESCU”",219,"MUNICIPIUL IAŞI",95060,4,PART,PRCNCT,P,P_SV,"2024-06-10 11:19:53",1210,1197,4,9,0,507,498,0,9,0,500,7,1300,793,157,41,37,2,150,11,96,2,4
24,IAŞI,"ŞCOALA PRIMARA NR.1 ”VASILE CONTA”",249,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:16",672,668,1,3,0,268,265,0,3,0,265,3,700,432,86,30,23,2,69,7,45,0,3
24,IAŞI,"ŞCOALA PRIMARA NR.1 ”VASILE CONTA”",251,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:40:42",1501,1494,1,6,0,527,521,0,6,0,520,7,1700,1173,130,89,57,7,136,18,74,3,6
24,IAŞI,"ŞCOALA PRIMARA NR.1 ”VASILE CONTA”",250,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:40:18",1069,1065,0,4,0,487,483,0,4,0,486,1,1200,713,145,85,39,2,115,19,76,1,4
24,IAŞI,"UNIVERSITATEA DE STIINTE AGRICOLE SI MEDICINA VETERINARĂ ”ION IONESCU DE LA BRAD”",37,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:40",1518,1443,32,43,0,698,655,0,43,0,684,14,1600,902,190,65,43,4,245,7,115,5,10
24,IAŞI,"UNIVERSITATEA DE STIINTE AGRICOLE SI MEDICINA VETERINARĂ ”ION IONESCU DE LA BRAD”",38,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:38",1224,1155,18,40,11,607,556,0,40,11,600,7,1300,693,170,73,43,3,214,7,82,4,4
24,IAŞI,"UNIVERSITATEA TEHNICĂ ”GHEORGHE ASACHI”",165,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:10",1086,1059,17,10,0,435,425,0,10,0,427,8,1200,765,139,67,43,4,93,4,70,5,2
24,IAŞI,"UNIVERSITATEA TEHNICĂ ”GHEORGHE ASACHI”",163,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:35:30",976,949,15,12,0,389,377,0,12,0,379,10,1000,611,110,57,31,2,107,9,54,7,2
