precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"KARDOS LEVENTE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOJAN VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","MĂRGINEAN IOAN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","POPA TODOR-PARTIDUL NAȚIONAL LIBERAL-voturi"
13,CLUJ,"CĂMIN CULTURAL PLĂIEȘTI",567,MOLDOVENEŞTI,58721,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:44",527,506,0,5,16,344,323,0,5,16,331,13,581,237,30,57,241,3
13,CLUJ,"CĂMIN CULTURAL PODENI",568,MOLDOVENEŞTI,58721,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:51",339,333,0,6,0,142,136,0,6,0,135,7,370,228,7,58,33,37
13,CLUJ,"CĂMINUL CULTURAL",566,MOLDOVENEŞTI,58721,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:34:49",108,101,0,7,0,66,59,0,7,0,65,1,109,43,3,14,43,5
13,CLUJ,"CASA SATULUI",565,MOLDOVENEŞTI,58721,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:55:18",581,551,0,17,13,369,339,0,17,13,361,8,616,247,17,32,309,3
13,CLUJ,"CLĂDIREA PRIMĂRIEI",569,MOLDOVENEŞTI,58721,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:51:46",163,155,0,8,0,87,79,0,8,0,80,7,171,84,14,17,46,3
13,CLUJ,"PRIMĂRIA COMUNEI",563,MOLDOVENEŞTI,58721,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:04:59",597,579,0,8,10,385,367,0,8,10,383,2,635,250,10,263,108,2
13,CLUJ,"ŞCOALA CU CLASELE I-VIII",564,MOLDOVENEŞTI,58721,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:12",412,405,1,2,4,276,270,0,2,4,272,4,453,177,1,141,125,5
