precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞERBAN OVIDIU-GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MARCU RODICA-PARTIDUL NAȚIONAL LIBERAL-voturi","OPRIŞ MARIA-ROXANA-PARTIDUL SOCIAL DEMOCRAT-voturi","VÎJA IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BICA ALEXANDRU-OVIDIU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
8,BRAŞOV,"CAMINUL CULTURAL CINCSOR",459,VOILA,42307,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:41:52",657,637,5,7,8,366,348,3,7,8,366,0,670,304,144,64,56,39,63
8,BRAŞOV,"CAMINUL CULTURAL DRIDIF",460,VOILA,42307,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:49",392,373,1,14,4,255,237,0,14,4,249,6,400,145,11,117,84,5,32
8,BRAŞOV,"CAMINUL CULTURAL LUDISOR",461,VOILA,42307,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:12:33",172,158,0,14,0,117,103,0,14,0,115,2,200,83,10,57,30,5,13
8,BRAŞOV,"CAMINUL CULTURAL SAMBATA DE JOS",462,VOILA,42307,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:42",432,408,1,12,11,271,248,0,12,11,261,10,450,179,38,60,32,108,23
8,BRAŞOV,"CĂMINUL CULTURAL VOILA",458,VOILA,42307,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:47",594,581,0,4,9,361,348,0,4,9,342,19,681,320,141,84,57,33,27
8,BRAŞOV,"CAMINUL CULTURAL VOIVODENII MARI",463,VOILA,42307,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:34:11",379,342,1,28,8,282,246,0,28,8,279,3,400,118,21,99,30,3,126
