precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TRIFAN VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SAVIN GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","MUNTEANU IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
4,BACĂU,"CAMIN CULTURAL DEALU MORII",325,"DEALU MORII",22237,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:08:51",830,785,1,9,35,527,483,0,9,35,506,21,880,353,11,449,46
4,BACĂU,"ŞCOALA CU CLASELE I-IV CĂUIA",326,"DEALU MORII",22237,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:21:54",489,461,0,9,19,284,256,0,9,19,272,12,500,216,8,200,64
4,BACĂU,"ŞCOALA CU CLASELE I-VIII NEGULEŞTI",327,"DEALU MORII",22237,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:22:54",453,440,0,7,6,269,256,0,7,6,265,4,500,231,14,105,146
4,BACĂU,"ŞCOALA TĂVĂDĂRĂŞTI",328,"DEALU MORII",22237,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:52:08",264,247,0,7,10,161,144,0,7,10,158,3,300,139,0,0,0
