precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PREDA JAN-CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","JIPA JEAN-PARTIDUL SOCIAL DEMOCRAT-voturi","RADU CRISTIAN-ANTONIO-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DINCĂ GEORGE-UNIUNEA SALVAȚI ROMÂNIA-voturi"
19,GIURGIU,"GRĂDINIŢA ” IRIS” OGREZENI",182,OGREZENI,104485,2,PART,PRCNCT,P,P_SV,"2024-06-12 09:14:35",808,770,0,24,14,564,526,0,24,14,557,7,860,296,381,151,11,14
19,GIURGIU,"ŞCOALA GIMNAZIALA ” AUREL SOLACOLU” OGREZENI",181,OGREZENI,104485,4,PART,PRCNCT,P,P_SV,"2024-06-11 21:07:20",1238,1207,0,7,24,847,816,0,7,24,831,16,1351,504,386,383,32,30
19,GIURGIU,"ŞCOALA GIMNAZIALA ” SFANTUL NECTARIE” OGREZENI",180,OGREZENI,104485,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:06",980,939,0,22,19,685,644,0,22,19,674,11,1053,368,404,234,17,19
19,GIURGIU,"ŞCOALA PRIMARA NR.1 HOBAIA",183,OGREZENI,104485,4,PART,PRCNCT,P,P_SV,"2024-06-12 11:45:27",727,706,0,13,8,504,483,0,13,8,486,18,785,281,292,160,11,23
