precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DRĂGOI ILIE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PROŞCANU TATIANA-MARIANA-PARTIDUL SOCIAL DEMOCRAT-voturi","ZECHERU MARIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","POPA CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","VOVEC CRISTIAN-voturi"
10,BUZĂU,"GRĂDINIŢA PROSCA",295,NĂENI,47854,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:43:46",172,162,0,9,1,124,114,0,9,1,124,0,180,56,6,40,59,19,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NĂENI",293,NĂENI,47854,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:34:11",482,455,0,22,5,358,331,0,22,5,344,14,500,142,14,95,168,67,0
10,BUZĂU,"ŞCOALA PRIMARĂ FINŢESTI",294,NĂENI,47854,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:29",471,454,1,13,3,376,360,0,13,3,353,23,500,122,3,109,187,54,0
10,BUZĂU,"ŞCOALA VÎRF",296,NĂENI,47854,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:23",186,169,1,14,2,164,148,0,14,2,143,6,176,27,8,28,86,21,0
