precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COJOCARU CONSTANTIN-CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","FULGEANU ALEXANDRU-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
10,BUZĂU,"ŞCOALA CU CLS.I-IV SLOBOZIA",191,CĂTINA,45959,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:00",167,156,0,6,5,120,109,0,6,5,117,3,181,61,102,15
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.1 CĂTINA",189,CĂTINA,45959,4,PART,PRCNCT,P,P_SV,"2024-06-10 12:47:00",581,544,0,14,23,418,381,0,14,23,418,0,624,206,282,136
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.2 CORBU",190,CĂTINA,45959,3,PART,PRCNCT,P,P_SV,"2024-06-10 13:23:44",754,630,0,92,32,563,442,0,92,29,551,12,689,126,346,205
10,BUZĂU,"ŞCOALA PRIMARĂ NR.1 VALEA CĂTINEI",192,CĂTINA,45959,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:35:46",375,330,0,15,30,274,231,0,15,28,271,3,398,124,210,61
10,BUZĂU,"ŞCOALA PRIMARĂ NR.2 ZELETIN",193,CĂTINA,45959,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:03:03",169,162,0,7,0,54,47,0,7,0,54,0,178,124,50,4
