precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BRÎNZAN ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SIMON RAUL-CLAUDIU-UNIUNEA SALVAȚI ROMÂNIA-voturi","HURDUZEU IOAN-DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","TERTELEACĂ VICTOR-PARTIDUL SOCIAL DEMOCRAT-voturi","BALACI IOAN-DĂNUŢ-PARTIDUL ROMÂNIA MARE-voturi","HÎNDA IOAN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL IABLANIŢA",259,IABLANIŢA,53023,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:10:10",648,603,0,19,26,448,403,0,19,26,438,10,662,214,10,19,125,199,27,58
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL PETNIC",261,IABLANIŢA,53023,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:34",510,455,0,25,30,480,425,0,25,30,447,28,625,149,34,0,39,136,2,236
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ GLOBU CRAIOVEI",260,IABLANIŢA,53023,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:30:41",507,484,0,8,15,373,350,0,8,15,360,13,532,159,89,4,4,210,11,42
